"question","A","B","C","D","answer","direct_answer","extracted_answer","parse_method","is_correct"
"x-অক্ষ দ্বারা বেষ্টিত অঞ্চল এবং f (x) = x/(1 + x ^ 3) ফাংশনটি x-অক্ষের চারপাশে ঘোরানো হয়। উৎপন্ন কঠিন পদার্থের আয়তন কত?","π/3","π/4","π","2π","A","B","B","bare_letter","False"
"ধরুন আজ বুধবার। এখন থেকে 10^(10^(10)) দিন পর সপ্তাহের কোন দিন হবে?","রবিবার","সোমবার","মঙ্গলবার","বুধবার","A","A","A","bare_letter","True"
"প্রতি মিনিটে 3 সেমি ^3 হারে একটি উল্টোদিকে 
শঙ্কু শীর্ষে একটি গর্ত থেকে জল ড্রপ করে। থেকোনের উচ্চতা এবং ব্যাসার্ধ যথাক্রমে 2 সেমি এবং 1 সেমি। কোন্-এর উপরের অংশের অর্ধেক 
সেন্টিমিটার নিচে জলের স্তর থাকলে জলের উচ্চতা কত হারে পরিবর্তিত হয়? একটি শঙ্কু-এর আয়তন V = (π/3) * r ^ 2 * h, 
যেখানে r হল ব্যাসার্ধ এবং h হল শঙ্কু-এর উচ্চতা।","−48/π cm/min","−4/(3π) cm/min","−8/(3π) cm/min","−16/(3π) cm/min","D","B","B","bare_letter","False"
"
w + 3x + 2y + 2z = 0
w + 4x + y = 0
3w + 5x + 10y + 14z = 0
2w + 5x + 5y + 6z = 0
 সহ রৈখিক সমীকরণের পদ্ধতি বিবেচনা করুন (w, x, y, z) যেখানে wx, y, এবং z বাস্তব। নিচের কোন বিবৃতিটি মিথ্যা?","ব্যবস্থাটি সামঞ্জস্যপূর্ণ।","এই ব্যবস্থায় অসীম সংখ্যক সমাধান রয়েছে।","এই ব্যবস্থায় অসীম সংখ্যক সমাধান রয়েছে।","প্রতিটি সমাধান একটি স্কেলার মাল্টিপল (-5, 1, 1, 0).-","D","D","D","bare_letter","True"
"যদি c> 0 এবং f (x) = e ^ x-cx সকল বাস্তব সংখ্যা x এর জন্য হয়, তাহলে f এর সর্বনিম্ন মান হবে","f(c)","f(e^c)","f(1/c)","f(log c)","D","A","A","bare_letter","False"
"ডধরুন A হল একটি 3×3 ম্যাট্রিক্স যাতে det (A−λI) = −λ ^ 3 + 3λ ^ 2 + λ−3, যেখানে I হল 3×3 আইডেন্টিটি ম্যাট্রিক্স। নিচের কোনটি A 
এর সত্য?আই। A এর ট্রেস হল 3।
II. A এর নির্ণায়ক হল-3।
III। ম্যাট্রিক্স A-এর আইগেনভ্যালু −3 এবং 1 রয়েছে।","I শুধুমাত্র","II শুধু","III শুধুমাত্র","শুধুমাত্র I এবং II","D","C","C","bare_letter","False"
"ধরা যাক y = f (x) ডিফারেনশিয়াল সমীকরণ x dy + (y-xe ^ x) dx = 0 এর একটি সমাধান যাতে x = 1 হলে y = 0 হয়। f (2) এর মান কত?","1/(2e)","1/e","e^2/2","2e","C","B","B","bare_letter","False"
"একটি ন্যায্য মুদ্রা 100 বার নিক্ষেপ করতে হবে, প্রতিটি টস একটি মাথা বা একটি লেজের ফলস্বরূপ। যদি H হল মোট মাথার সংখ্যা এবং T হল মোট লেজের সংখ্যা, তাহলে নিচের কোন ঘটনার সর্বাধিক সম্ভাবনা রয়েছে?","H = 50","T >= 60","51 <= H <= 55","H >= 48 and T >= 48","D","B","B","bare_letter","False"
"বিবৃতি 1। ধরুন f: [a, b] একটি ফাংশন এবং ধরুন f এর একটি স্থানীয় সর্বাধিক রয়েছে। f '(x) অবশ্যই থাকতে হবে এবং 0 এর সমান? বিবৃতি 2। আর থেকে কিউ পর্যন্ত অ-ধ্রুবক অবিচ্ছিন্ন মানচিত্র রয়েছে।","সত্য, সত্য","সত্য, মিথ্যা","মিথ্যা, সত্য","মিথ্যা, মিথ্যা","D","B","B","bare_letter","False"
"","2","1","0","-1","C","C","C","bare_letter","True"
"মোট x ফুট বেড়া দিয়ে একটি সমতল আয়তক্ষেত্রাকার ইয়ার্ডের তিনটি দিক তৈরি করা হয়। x এর পরিপ্রেক্ষিতে ইয়ার্ডের সর্বাধিক সম্ভাব্য ক্ষেত্রফল কত?","x^2/9","x^2/8","x^2/4","x^2","B","C","C","bare_letter","False"
"বিবৃতি 1। যদি A সংযুক্ত থাকে, তাহলে A এর ক্লোজার অবশ্যই সংযুক্ত হতে হবে। বিবৃতি 2। প্রতিটি অবিচ্ছিন্ন ফাংশন f: (0,1) → (0,1) এর একটি নির্দিষ্ট বিন্দু থাকে।","সত্য, সত্য","সত্য, মিথ্যা","মিথ্যা, সত্য","মিথ্যা, মিথ্যা","B","B","B","bare_letter","True"
"নিচের কোন সেটে সবচেয়ে বেশি কার্ডিনালিটি রয়েছে?","R","সমস্ত Z থেকে Z তে ফাংশনের সেট।","পর্যন্ত সমস্ত ফাংশনের সেটR থেকে {0,1}","পর্যন্ত সমস্ত ফাংশনের সেটR এর সকল সসীম উপসেটসমূহের সমষ্টি","C","D","D","bare_letter","False"
"ধরা যাক f (x) এমন একটি ফাংশন যার গ্রাফ মূলের মধ্য দিয়ে যায়। যদি প্রতিটি পূর্ণসংখ্যা n এর জন্য f (2n) = n ^ 2 + f [2 (n-1)] হয়, তাহলে f (8) এর মান কত?","24","30","32","36","B","C","C","bare_letter","False"
"কতগুলি কাঠামোগতভাবে স্বতন্ত্র আবেলিয়ান গোষ্ঠীর অর্ডার 72 রয়েছে?","4","6","8","9","B","A","A","bare_letter","False"
"যদি সসীম গ্রুপ জি-তে সাত ক্রমের একটি উপগোষ্ঠী থাকে তবে কোনও উপাদান (পরিচয় ব্যতীত) তার নিজস্ব বিপরীত হয় না, তবে জি-এর ক্রমটি হতে পারে","27","28","35","37","C","D","D","bare_letter","False"
"ধরা যাক f (x, y) = x ^ 3 + y ^ 3 + 3xy সমস্ত বাস্তব x এবং y এর জন্য। তারপর পি এবং কিউ এমন স্বতন্ত্র পয়েন্ট আছে যে f এর একটি আছে","P-তে স্থানীয় সর্বোচ্চ এবং Q","এ P-তে স্যাডল পয়েন্ট এবং Q","এ P-তে স্থানীয় সর্বোচ্চ এবং Q","এ একটি স্যাডল পয়েন্ট P-তে স্থানীয় সর্বনিম্ন এবং Q","C","A","A","bare_letter","False"
"যদি A বাস্তব রেখা R-এর একটি উপসেট হয় এবং A-তে প্রতিটি মূলদ সংখ্যা থাকে, তবে নিম্নলিখিতগুলির মধ্যে কোনটি অবশ্যই সত্য হতে হবে?","যদি A খোলা থাকে, তাহলে A = R.","যদি A বন্ধ থাকে, তাহলে A = R.","যদি A অগণিত হয়, তাহলে A = R.","যদি A অগণিত হয়, তাহলে A খোলা থাকে.","B","B","B","bare_letter","True"
"ধরা যাক M একটি 5 x 5 বাস্তব ম্যাট্রিক্স। এম এর উপর নিম্নলিখিত পাঁচটি শর্তের মধ্যে ঠিক চারটি একে অপরের সমতুল্য। পাঁচটি শর্তের মধ্যে কোনটি অন্য চারটি শর্তের কোনওটির সমতুল্য নয়?","এম-এর যে কোনও দুটি স্বতন্ত্র কলাম ভেক্টর u এবং v-এর জন্য, সেট {u, v} রৈখিকভাবে স্বাধীন।","সমজাতীয় সিস্টেম Mx = 0 শুধুমাত্র তুচ্ছ সমাধান আছে.","Mx = b সমীকরণের পদ্ধতিতে প্রতিটি বাস্তব 5 x 1 কলাম ভেক্টর b এর জন্য একটি অনন্য সমাধান রয়েছে।","M এর নির্ধারক শূন্য নয়।","A","D","D","bare_letter","False"
"কতগুলি ধনাত্মক সংখ্যা x, cos (97x) = x সমীকরণকে সন্তুষ্ট করে?","1","15","31","49","C","B","B","bare_letter","False"
"নিচের কোন বলয়ের জন্য দুটি অ-শূন্য মৌলের গুণফল শূন্য হওয়া সম্ভব?","জটিল সংখ্যার বলয়","পূর্ণসংখ্যার রিং মডুলো 11","ক্রমাগত বাস্তব-মূল্যবান ফাংশনের রিং [0,1]","রিং {a + b * sqrt (2) a এবং b হল মূলদ সংখ্যা}","C","D","D","bare_letter","False"
"কটি গ্রুপ G এর মানচিত্র x-> axa ^ 2 নিজেই একটি সমরূপতা যদি এবং শুধুমাত্র যদি","G is abelian","G = {e}","a^3 = e","a^2 = a","C","A","A","bare_letter","False"
"যদি A হল 2 বাই 2 ম্যাট্রিক্স যার (i, j) এন্ট্রি i + j এর সমান হয় এবং B হল 3 বাই 3 ম্যাট্রিক্স যার (i, j) এন্ট্রি i + j এর সমান হয়, তাহলে ডেটএ + ডেটবি যোগফলের মান খুঁজে বের করুন।","-2","-1","0","2","B","B","B","bare_letter","True"
"যদি f: (0,1) → (0,1] হয়, তাহলে নিচের কোনটি সত্য হতে পারে?আই. এফ হল ওয়ান-টু-ওয়ান এবং অনটু
।
II. f এর চিত্রটি কম্প্যাক্ট।
III। f হল কন্টিনিউয়াস, ওয়ান-টু-ওয়ান এবং অনটু।","I শুধুমাত্র","II শুধু।","শুধুমাত্র I এবং II","I এবং III শুধুমাত্র","C","A","A","bare_letter","False"
"যদি [0,3] ব্যবধানের মধ্যে একটি বাস্তব সংখ্যা x এলোমেলোভাবে নির্বাচিত হয় এবং [0,4] ব্যবধানের মধ্যে একটি বাস্তব সংখ্যা y এলোমেলোভাবে নির্বাচিত হয়, তাহলে x <y এর সম্ভাবনা কত?","2-Jan","12-Jul","8-May","3-Feb","C","A","A","bare_letter","False"
"R ^ 2 তে একটি বিন্দু (x, y) নির্বাচিত হওয়ার সম্ভাব্যতা 0 <|x। + |y। <1 বৈষম্য দ্বারা বর্ণিত অঞ্চলের মধ্যে একটি অভিন্ন এলোমেলো বন্টন অনুসরণ করে। 2 (x + y)> 1 এর সম্ভাবনা কত?","0","4-Jan","sqrt(2)/4","1/sqrt(2)","B","C","C","bare_letter","False"
"(1+i)^10 =","1","i","32","32i","D","C","C","bare_letter","False"
"যদি U এবং V, R^5-এর ত্রিমাত্রিক উপস্থান হয়, তাহলে U θ V-এর সম্ভাব্য মাত্রা কত?","0","1","0 or 1","1, 2, or 3","D","B","B","bare_letter","False"
"S কে R^2 এর উপসেট হিসাবে ধরা যাক যা একক বর্গ [0,1] × [0,1] এর সমস্ত বিন্দু (x, y) নিয়ে গঠিত যার জন্য x বা y, বা উভয়ই অযৌক্তিক। R^2 এর স্ট্যান্ডার্ড টপোলজির সাপেক্ষে, S হল","বন্ধ","খোলা","সংযুক্ত","সম্পূর্ণরূপে সংযোগ বিচ্ছিন্ন","C","A","A","bare_letter","False"
"নিচের কোন বৃত্তের সাথে প্যারাবোলা x ^ 2 = y + 4 এর ছেদ বিন্দু সর্বাধিক?","x^2 + y^2 = 1","x^2 + y^2 = 2","x^2 + y^2 = 9","x^2 + y^2 = 16","C","C","C","bare_letter","True"
"এক্স নিম্নলিখিত বৈশিষ্ট্য সহ একটি সসীম সেটঃ X-এর যে উপসেটগুলিতে ঠিক 3টি উপাদান রয়েছে তার সংখ্যা X-এর যে উপসেটগুলিতে ঠিক 2টি উপাদান রয়েছে তার সংখ্যার চেয়ে 14 গুণ বেশি। X-এর কয়টি উপসেটে ঠিক 4টি উপাদান রয়েছে?","24","25","28","35","D","C","C","bare_letter","False"
"ধরা যাক T: R^2-> R^2 রৈখিক রূপান্তর যা বিন্দু (1,2,3) এবং বিন্দু (-1,2,3) থেকে মানচিত্র করে (2, -3). তারপর টি বিন্দু (2,1) থেকে মানচিত্র","(1, 6)","(-1, 4)","(3, 2)","(-4, 3)","A","C","C","bare_letter","False"
"২৪ = ২p এ p এর মান কত?","p = ৪","p = ৮","p = ১২","p = ২৪","C","B","B","bare_letter","False"
"মিসেস পেরেজ ৫ দিনে মোট ৪০ মাইল গাড়ি চালিয়েছেন। তিনি প্রতিদিন সমান সংখ্যক মাইল চালিয়েছেন। মিসেস পেরেজ প্রতিদিন কত মাইল গাড়ি চালাতেন?","৫","৭","8","৯","C","C","C","bare_letter","True"
"−৪০ ÷ (−৮) এর ভাগফল নির্ণয় কর।","১ এর উর্দ্ধে ৫","−৫","−১ এর উর্দ্ধে ৫","৫","D","B","B","bare_letter","False"
"একটি ফুটবল দলের ফুটবল বল কেনার জন্য $৯০.০০ আছে। যদি একটি ফুটবল বলের দাম $১৫.৬০ হয়, তাহলে দলটি সর্বোচ্চ কতটি ফুটবল বল কিনতে পারবে?","৪","৫","৬","৭","B","C","C","bare_letter","False"
"আপনি এবং তিন বন্ধু একটি কনসার্টে গিয়েছিলেন। চারটি টিকিটের মোট মূল্য $১১২। একটি টিকিটের মূল্য বের করতে একটি সমীকরণ লিখুন এবং সমাধান করুন t.","৪t = ১১২; $৪৪৮","৪t = ১১২; $২৮","t এর ৪ = ১১২; $৪৪৮","t এর ৪ = ১১২; $২৮","B","D","D","bare_letter","False"
"প্রশ্নের উত্তর দিতে নিচের রাশিটি ব্যবহার করুন। ৩ × [(২ × ৬ – ৫) + (৮ ÷ ৪)] – ১ এর মান কত?","৯","১১","২৬","৩২","C","B","B","bare_letter","False"
"১ পূর্ণ ১ এর ১১ সম্পূর্ণ বা মিশ্র সংখ্যা হিসাবে সহজতম রূপে লিখুন।","১.১ এর উর্দ্ধে ১১","১১ এর উর্দ্ধে ১১","১২ এর উর্দ্ধে ১১","১১ এর উর্দ্ধে ১২","C","C","C","bare_letter","True"
"২.১৬ ÷ ০.০৬ এর ভাগফল নির্ণয় কর।","৩.৬","৩৬","০.০১২৭২","১২.৭২","B","B","B","bare_letter","True"
"১৪২.৭৬ – ১৬.৫ এর বিয়োগফল খুঁজুন।","১৫৯.২৬","২.২২৪","১৪,১১১","১২৬.২৬","D","A","A","bare_letter","False"
"৫.০৪/০.৭ এর ভাগফল নির্ণয় করুন।","০.৭২","০.৭০২","১০.০৫৭১","৭.২","D","B","B","bare_letter","False"
"জিমি এবং কিমা একটি ভ্রমণে যাচ্ছে। তারা তিন দিন গাড়ি চালাবে। প্রথম দিন তারা ১৮২ মাইল গাড়ি চালাবে। দ্বিতীয় দিন তারা ৪৩৯ মাইল গাড়ি চালাবে। তৃতীয় দিন তারা ২১৭ মাইল গাড়ি চালাবে। জিমি এবং কিমা তাদের ট্রিপে কত মাইল গাড়ি চালাবে কোন রাশিটি তার নিকটতম অনুমান ?","১৫০ + ৪০০ + ২০০","২০০ + ৪০০ + ২০০","২০০ + ৪৫০ + ২০০","২০০ + ৫০০ + ২০০","C","D","D","bare_letter","False"
"২১-কে ৭ দিয়ে ভাগ করলে ভাগশেষ কত হবে?","২১","৭","১","এর কোনোটিই নয়","D","C","C","bare_letter","False"
"ম্যাডি ৭ দিনের মধ্যে মোট ৫৬ মাইল তার সাইকেল চালাবে। তিনি প্রতিদিন সমান সংখ্যক মাইল চালাবেন। ম্যাডি প্রতিদিন মোট কত মাইল যাত্রা করবেন?","8","৯","৪৯","৬৩","A","B","B","bare_letter","False"
"যে সংখ্যাটি ৪৮ এর ৮৮ = ? এর ১১ সত্য প্রমান করে তা খুঁজুন।","৬","১১","8","৫","A","B","B","bare_letter","False"
"কোনটি সেরা ক্রয়?","$২৩.২০ ডলারে সাবানের ১০ টি বার","$৩৬.৪৮ ডলারে সাবানের ১৬ টি বার","$২৯.৫১ ডলারে সাবানের ১৩ টি বার","$২৭.৬০ ডলারে সাবানের ১২ টি বার","C","B","B","bare_letter","False"
"ট্রিশের বিশ্রামের হৃদস্পন্দন প্রতি মিনিটে ৫০ টি স্পন্দন। প্রতি মিনিটে তিনি যে ব্যায়াম করেন, তার হৃদস্পন্দন প্রতি মিনিটে ৫ টি করে স্পন্দন বৃদ্ধি পায়। প্রতি মিনিটে ১২০ টি স্পন্দনের হৃদস্পন্দনে পৌঁছাতে তার কতক্ষণ লাগবে?","৫ মিনিট","১৪ মিনিট","৩৪ মিনিট","৭০ মিনিট","B","C","C","bare_letter","False"
"২৩, ১৩, ১৮, ২৯, ৩২, ২৫ ডেটার সেটের মধ্যক খুঁজুন। ","১৮","২৪","২৫","29","B","C","C","bare_letter","False"
"জ্যাক একটি আপেল গাছ থেকে ৬০ টি আপেল পাড়ে। তিনি আপেল সস তৈরি করতে সেগুলির মধ্যে ১২ টি ব্যবহার করেন। তিনি বাকি আপেলগুলিকে সমানভাবে ৬টি উপহারের ঝুড়িতে রাখেন। আপেলের সংখ্যা নির্ধারণ করতে কোন সমীকরণ ব্যবহার করা যেতে পারে, a, জ্যাক প্রতিটি উপহারের ঝুড়িতে যা রাখে?","(৬০/৬)—১২=a","(৬০—১২)/৬=a","(৬০-৬)-১২=a","(৬০+১২)/৬=a","B","B","B","bare_letter","True"
"একটি নির্দিষ্ট মানচিত্র ১ ইঞ্চি সমান ২৫ মাইল ধরে একটি স্কেল ব্যবহার করে। এই মানচিত্রে ৫ ইঞ্চি দ্বারা কত মাইলের উপস্থাপন করা হয়?","৫","২৫","৫০","১২৫","D","C","C","bare_letter","False"
"(২ + ৫)^২ − ৪২ এর সরলীকরণ করুন।","৭","16","৩০","৩৩","A","B","B","bare_letter","False"
"৪ ÷ ২ • ২ + ৮ − ৪ এর মান নির্ণয় করুন।","−১২","১২","8","16","C","B","B","bare_letter","False"
"একজন প্রশিক্ষক একটি ট্র্যাক মিটে রানারদের সংখ্যাকে নিকটতম ১০ এর পূর্ণসংখ্যায় রাখেন। রানারদের পূর্ণ সংখ্যা ৪০০। ট্র্যাক মিটে রানারদের প্রকৃত সংখ্যা কোনটি হতে পারে?","৩৮২","৩৯৭","৪০৬","৪৪৭","B","B","B","bare_letter","True"
"−৪ + ( −৩ )=","−৭","−১","১","৭","A","B","B","bare_letter","False"
"মার্কের একটি স্ট্যাম্প সংগ্রহ আছে। তার কাছে জাপানের ২২ টি, কানাডার ৩৪ টি এবং মেক্সিকোর ১৭ টি স্ট্যাম্প রয়েছে। তার কাছে সব মিলিয়ে কয়টি স্ট্যাম্প আছে?","৫৩","৬৩","৭৩","৮৩","C","C","C","bare_letter","True"
"প্রদত্ত সংখ্যাগুলি থেকে x + ২.৭ = ৮.৪ সমীকরণের একটি সমাধান চিহ্নিত করুন।","১১.১","৫.৭","৩.৭","২২.৬৮","B","A","A","bare_letter","False"
"বিবৃতিটি সত্য প্রমান করে এমন সংখ্যাটি খুঁজুন: ০.৩২ g = _ cg.","৩২","৩.২","৩,২০০","৩২০","A","B","B","bare_letter","False"
"বিভাজক বৈশিষ্ট্য ব্যবহার করে মনে মনে ৫.৭(৮) এর গুণফল খুঁজুন।","৪৬.৪","৪৫৬","৪.৫৬","৪৫.৬","D","C","C","bare_letter","False"
"২,৩১৪ / ৪ রাশির ভাগফল কত?","৫০৮","৫০৮ r২","৫৭৮","৫৭৮ r২","D","A","A","bare_letter","False"
"রোসার এই মাসে মোট ১০০ মাইল দৌড়ানোর লক্ষ্য রয়েছে। প্রতিদিন সে, ৫ মাইল দৌড়েছিল। d দিন দৌড়ানোর পরে কত মাইল দৌড়াতে বাকি আছে তা নির্ধারণ করতে রোসা কোন রাশিটি ব্যবহার করতে পারে?","১০০ — ৫d","৫d+ ১০০","১০০ / ৫d","৫d","A","A","A","bare_letter","True"
"বীজগাণিতিক রাশিটি সনাক্ত করুন যা শব্দের বাক্যাংশের সাথে মেলে: টম যত ক্যান সংগ্রহ করেছে তার ৪ গুণ।","৪t","১ এর ৪","t − ৪","t + ৪","A","A","A","bare_letter","True"
"অ্যান্ড্রু বোর্ডে ১৮৬,৪২৫ নম্বরটি লিখেছেন। অ্যান্ড্রু যে সংখ্যাটি লিখেছেন তাতে ৬ সংখ্যাটির মান কোন সংখ্যায় অঙ্কের মানের ১০ গুণ?","৬৮১,৪৫২","৪৬২,০১৭","২৪৬,৪১২","১২৫,৬৫৫","B","A","A","bare_letter","False"
"১২৩ / ৮ কত?","১৫ ভাগশেষ ৭","১৫ ভাগশেষ ৩","১৬ ভাগশেষ ৫","১৬ ভাগশেষ ১","B","C","C","bare_letter","False"
"সহজতম রুপে একটি অপ্রকৃত ভগ্নাংশ হিসাবে ৮ পূর্ণ ২ এর ৪ লিখুন।","১৭ এর উর্দ্ধে ২","৩৪ এর উর্দ্ধে ৪","১৭ এর উর্দ্ধে ৪","১৯ এর উর্দ্ধে ২","A","C","C","bare_letter","False"
"২৭০,২৪০ সম্প্রসারিত রূপে লেখার জন্য কোন রাশিটি ব্যবহার করা যেতে পারে?","২০০,০০০ + ৭,০০০ + ২০০ + ৪","২০০,০০০ + ৭,০০০ + ২০০ +৪০","২০০,০০০ + ৭০,০০০ + ২০০ + ৪০","২০০,০০০ + ৭০,০০০ + ২,০০০ + ৪০","C","B","B","bare_letter","False"
"একটি সমাবেশ লাইনে একজন শ্রমিক ২২ টি অংশ তৈরি করতে ৭ ঘন্টা সময় নেয়। এই হারে সে ৩৫ ঘন্টায় কত অংশ তৈরি করতে পারবে?","২২০ টি অংশ","৭৭০ টি অংশ","৪ টি অংশ","১১০ টি অংশ","D","B","B","bare_letter","False"
"আবে সংখ্যার এই তালিকার গড় এবং মধ্যক খুঁজে পেয়েছেন। ১, ৩, ৩। যদি তালিকায় ৬ সংখ্যাটি যোগ করা হয়, তাহলে কি হবে","গড় বৃদ্ধি হবে।","গড় হ্রাস হবে।","মধ্যক বৃদ্ধি হবে।","মধ্যক হ্রাস হবে।","A","C","C","bare_letter","False"
"যখন n = ১১, ১০ – (n + ৬) এর মান কত?","–৭","৫","৭","২৭","A","A","A","bare_letter","True"
"কোন রাশিটি নীচের বাক্যাংশটির উপস্থাপন করে? একটি সংখ্যার চেয়ে ৩ কম, p","৩-p","p+৩","৩/p","p-৩","D","D","D","bare_letter","True"
"একটি থিয়েটার একটি সিনেমার জন্য বিক্রি করা প্রতিটি টিকিটের জন্য $৬ সংগ্রহ করেছিল। থিয়েটারটি সিনেমাটির ৫০০ টি টিকিট বিক্রি করেছে। থিয়েটার টিকিটের জন্য কত টাকা সংগ্রহ করেছে তা জানতে নীচের রাশিটি ব্যবহার করা যেতে পারে। ৬ × ৫০০ থিয়েটার টিকিটের জন্য কত টাকা সংগ্রহ করেছে তা খুঁজে বের করতে কোন রাশিটি ব্যবহার করা যেতে পারে?","৩০ × ১০^১","৩০ × ১০^৩","(৬ × ৫) × ১০^২","(৬ × ৫) × ১০^৩","C","D","D","bare_letter","False"
"ধরা যাক ১২-৯+c=১২। c-এর কোন মান সমীকরণটিকে সত্য করে তোলে?","০","3","৯","১২","C","B","B","bare_letter","False"
"সোজার্ন পরিবার ছুটিতে গিয়েছিল। তারা $২০০০ ডলার স্নঙ্গে নিয়ে গিয়েছিল। যদি তারা প্রতিদিন $১৫০ খরচ করে, তাহলে কোন রাশিটি বোঝায় যে x দিন পরে তাদের কত টাকা ছিল?","১৮৫০x","২০০০ −১৫০x","১৫০x","২০০০ +১৫০x","B","B","B","bare_letter","True"
"একটি শেলফে চারটি বই রয়েছে। শেলফের চারটি বইয়ের প্রতিটির ওজন, পাউন্ডে, ২.৫, ৩.২, ২.৭, ২.৩ কোন অসমতা শেল্ফ থেকে বেছে নেওয়া কোনও বইয়ের ওজন, ও, উপস্থাপন করে?","ও > ২.৩","ও < ২.৪","ও > ৩.২","ও < ৩.৩","D","B","B","bare_letter","False"
"কোন সংখ্যাটির পরম মান ৫ এর বেশি?","-৬","-৫","০","৫","A","A","A","bare_letter","True"
"২(৩(৪^২ + ১)) - ২^৩ রাশিটির মান কত?","১৫৬","১১০","৯৪","৪৮","C","A","A","bare_letter","False"
"গুয়েন কাগজের টুকরোতে নীচের সংখ্যার নমুনাটি লিখছিলেন। ১, ৫, ৯, ১৩ গুয়েন এর নমুনার পরবর্তী দুটি সংখ্যা কি?","১৫, ১৭","১৫, ১৯","১৭, ১৯","১৭, ২১","D","B","B","bare_letter","False"
"যদি ৩ ক্যান নাশপাতির দাম $২.৩৭ হয় তাহলে আপনি কত ক্যান নাশপাতি $৯.৪৮ দিয়ে কিনতে পারবেন?","৩ টি ক্যান","১২ টি ক্যান","৩৬ টি ক্যান","১৩ টি ক্যান","B","B","B","bare_letter","True"
"সর্বোচ্চ থেকে সর্বনিম্ন পর্যন্ত ক্রমে লিখুন: ৩, ৩ পূর্ণ ১ এর ৮, ৩.৮, ৩.১৮।","৩.১৮, ৩ পূর্ণ ১ এর ৮, ৩.৮, ৩","৩,৩ পূর্ণ ১ এর ৮, ৩.১৮, ৩ ","৩.৮ ৩ পূর্ণ ১ এর ৮, ৩.১৮, ৩ ","৩.৮, ৩.১৮, ৩ পূর্ণ ১ এর ৮, ৩ ","D","D","D","bare_letter","True"
"২২/২ + ৯ গণনা করুন।","১০","১১","২০","২","C","B","B","bare_letter","False"
"একটি নির্দিষ্ট শহরের জনসংখ্যা ৮৩৬,৫২৭। এই শহরের জনসংখ্যা নিকটবর্তী দশ হাজারে পূর্ণসংখ্যায় কত?","৮০০,০০০","৮৩০,০০০","৮৩৬,০০০","৮৪০,০০০","D","C","C","bare_letter","False"
"৫ • (−৯) এর গুণফল নির্ণয় কর।","১৪","−৪","৪৫","−৪৫","D","B","B","bare_letter","False"
"কেইকো সারাদিন পাখি দেখে কাটিয়েছেন এবং বিকেলের চেয়ে সকালে ৩৪ টি বেশি পাখি গণনা করেছেন। তিনি যদি মোট ৭৬ টি পাখি গণনা করেন, তবে বিকেলে তিনি কতটি পাখি গণনা করেছেন?","২১ টি পাখি","৪০ টি পাখি","৪২ টি পাখি","৮৪ টি পাখি","A","C","C","bare_letter","False"
"৫ + ২ • ১৫ + (১২ • ৪) এর মান কত?","৭৮","৮৩","১৩১","১৫৩","B","C","C","bare_letter","False"
"ভগ্নাংশ ২০/৮ দ্বারা কোন পরিস্থিতিটি উপস্থাপন করা যেতে পারে?","লেসলি একটি দোকানে ২০ ডলার এবং ৮ সেন্ট খরচ করেছেন। ভগ্নাংশ হিসাবে লেসলি খরচ করা অর্থের পরিমাণ কীভাবে লেখা হয়?","মি. ক্র্যামারের ৮ জন নাতি সমানভাবে ২০ টি ক্র্যাকার শেয়ার করেছেন। প্রতিটি নাতি কত ক্র্যাকার পেয়েছে?","মিচ একটি গাছের দোকানে ফুলের ২০ পাত্র কিনেছিলেন। প্রতিটি পাত্রে আটটি করে ফুল ছিল। মিচ কয়টি ফুল কিনেছে?","স্ট্যাম্প ২০ টি স্ট্যাম্পের বুকলেটে বিক্রি হয়। ডোনা একটি পার্টির জন্য আমন্ত্রণ পাঠাতে ৮ টি স্ট্যাম্প ব্যবহার করেছিলেন। ডোনা তার আমন্ত্রণ পাঠাতে কতগুলি স্ট্যাম্প বুকলেট ব্যবহার করেছিল?","B","C","C","bare_letter","False"
"একটি মালবাহী ট্রেন যদি ৬ ঘন্টার জন্য প্রতি ঘন্টায় ২০ মাইল বেগে ভ্রমণ করে, তবে এটি কতদূর যাবে?","১২০ মাইল","৮০ মাইল","২৬ মাইল","১২ মাইল","A","A","A","bare_letter","True"
"কোন ধাপটি ব্যাখ্যা করে যে কিভাবে ৬a = ৭২ এ a এর মান বের করা যায়?","উভয় পাশে ৬ যোগ করুন","উভয় পক্ষকে ৬ দ্বারা ভাগ করুন ","উভয় পক্ষকে ৬ দ্বারা গুণ করুন","উভয় দিক থেকে ৬ বিয়োগ করুন","B","B","B","bare_letter","True"
"কোচ উর মোট ৩০ টি ফুটবল বল রয়েছে। ৯ টি ফুটবল বল সাদা। অবশিষ্ট ফুটবল বল তিনটি ভিন্ন রঙের মধ্যে (নীল, গোলাপী বা সবুজ) একটি। সমান সংখ্যক নীল, গোলাপী এবং সবুজ বল আছে কোচ উর কতটি সবুজ ফুটবল বল আছে?","৭","১০","২১","৩৯","A","B","B","bare_letter","False"
