"question","answer","cot_answer","extracted_answer","is_correct","cot_answer_errinj","err_inj_reinf_raw","err_inj_answer"
"জনি তার ঘরের মেঝেতে পড়ে থাকা খেলনা তুলছে। সে 500টি টুকরোর লেগো বক্সের সেট মেঝেতে জড়ো করেছিল, এবং অন্য আরেকটিতে 500-টুকরোর বক্সের তুলনায় 3 গুণ টুকরো ছিল, ও অন্য আরেকটিতে 1/4 ভাগ টুকরো ছিল। যদি জনি সমস্ত লেগো তুলে থাকে তাহলে কতগুলি ব্লক সে তুলেছিল?","2125","প্রথমে, জনি দ্বিতীয় লেগো বক্স থেকে কতগুলি টুকরো তুলেছে তা বের করা যাক। যদি প্রথম বক্সের টুকরোর সংখ্যার 3 গুণ টুকরো থাকে, তাহলে দ্বিতীয় বক্সে থাকবে 3 * 500 = 1500 টুকরো।

এরপর, তৃতীয় লেগো বক্স থেকে কতগুলি টুকরো তুলেছে তা বের করা যাক। যদি তৃতীয় বক্সে প্রথম বক্সের টুকরোর 1/4 ভাগ টুকরো থাকে, তাহলে তৃতীয় বক্সে থাকবে 1/4 * 500 = 125 টুকরো।

এখন, তিনটি বক্স থেকে মোট কতগুলি টুকরো তুলেছে তা বের করা যাক। মোট টুকরো = 500 + 1500 + 125 = 2000 + 125 = 2125

উত্তর: 2125","2125","True","প্রথমে, জনি দ্বিতীয় লেগো বক্স থেকে কতগুলি টুকরো তুলেছে তা বের করা যাক। যদি প্রথম বক্সের টুকরোর সংখ্যার 3 গুণ টুকরো থাকে, তাহলে দ্বিতীয় বক্সে থাকবে 3 * 500 = 1500 টুকরো।

এরপর, তৃতীয় লেগো বক্স থেকে কতগুলি টুকরো তুলেছে তা বের করা যাক। যদি তৃতীয় বক্সে প্রথম বক্সের টুকরোর 1/4 ভাগ টুকরো থাকে, তাহলে তৃতীয় বক্সে থাকবে 1/4 * 500 = 125 টুকরো।

এখন, তিনটি বক্স থেকে মোট কতগুলি টুকরো তুলেছে তা বের করা যাক। মোট টুকরো = 500 + 1500 + 125 = 2000 + 125 = 2143

উত্তর: 2125","2143","2143"
"একটি মৌচাকে একদিনে কতগুলি মৌমাছি যাওয়া-আসা করে ডেব্রা তা পর্যবেক্ষণ করছেন। তিনি প্রথম 6 ঘণ্টায় 30টি মৌমাছিকে চাক ছেড়ে যেতে দেখলেন, তিনি পরবর্তী 6 ঘণ্টায় উক্ত সংখ্যার 1/2 ভাগ মৌমাছিকে ফিরতে দেখলেন। তিনি প্রথমবারে যতগুলি মৌমাছি দেখেছিলেন তার দ্বিগুণ মৌমাছিকে পরবর্তী 6 ঘণ্টায় মৌচাক ছেড়ে উড়ে যেতে দেখেন। তারপর প্রত্যেকটি মৌমাছি যেগুলি আগেই চাক ছেড়ে গিয়েছিল এবং ফিরে আসেনি সেগুলি পরবর্তী 6 ঘণ্টায় মৌচাকে ফিরে আসে। দিনের শেষ 6 ঘন্টায় ডেব্রা কতগুলি মৌমাছিকে মৌচাকে ফিরে আসতে দেখেছিলেন?","75","**সমাধান:**

1. **প্রথম 6 ঘণ্টায় মৌমাছির সংখ্যা:**
   - ডেব্রা প্রথম 6 ঘণ্টায় 30টি মৌমাছিকে চাক ছেড়ে যেতে দেখেন।

2. **দ্বিতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা:**
   - তিনি পরবর্তী 6 ঘণ্টায় প্রথম 6 ঘণ্টার মৌমাছির সংখ্যার 1/2 ভাগ মৌমাছিকে ফিরতে দেখেন।
   - দ্বিতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা = (1/2) * 30 = 15টি মৌমাছি।

3. **তৃতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা:**
   - তিনি প্রথমবারে যতগুলি মৌমাছি দেখেছিলেন তার দ্বিগুণ মৌমাছিকে পরবর্তী 6 ঘণ্টায় মৌচাক ছেড়ে উড়ে যেতে দেখেন।
   - তৃতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা = 2 * 30 = 60টি মৌমাছি।

4. **মৌমাছির সংখ্যা যা মৌচাকে ফিরে আসে:**
   - প্রথম 6 ঘণ্টায় চাক ছেড়ে যাওয়া কিন্তু ফিরে না আসা মৌমাছির সংখ্যা = 30 - 30 = 0টি মৌমাছি।
   - তৃতীয় 6 ঘণ্টায় মৌচাকে ফিরে আসা মৌমাছির সংখ্যা = 30টি মৌমাছি।

5. **চূড়ান্ত উত্তর:**
   - দিনের শেষ 6 ঘণ্টায় ডেব্রা 30টি মৌমাছিকে মৌচাকে ফিরে আসতে দেখেন।

**উত্তর:** 30","30","False","**সমাধান:**

1. **প্রথম 6 ঘণ্টায় মৌমাছির সংখ্যা:**
   - ডেব্রা প্রথম 6 ঘণ্টায় 30টি মৌমাছিকে চাক ছেড়ে যেতে দেখেন।

2. **দ্বিতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা:**
   - তিনি পরবর্তী 6 ঘণ্টায় প্রথম 6 ঘণ্টার মৌমাছির সংখ্যার 1/2 ভাগ মৌমাছিকে ফিরতে দেখেন।
   - দ্বিতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা = (1/2) * 30 = 15টি মৌমাছি।

3. **তৃতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা:**
   - তিনি প্রথমবারে যতগুলি মৌমাছি দেখেছিলেন তার দ্বিগুণ মৌমাছিকে পরবর্তী 6 ঘণ্টায় মৌচাক ছেড়ে উড়ে যেতে দেখেন।
   - তৃতীয় 6 ঘণ্টায় মৌমাছির সংখ্যা = 2 * 30 = 60টি মৌমাছি।

4. **মৌমাছির সংখ্যা যা মৌচাকে ফিরে আসে:**
   - প্রথম 6 ঘণ্টায় চাক ছেড়ে যাওয়া কিন্তু ফিরে না আসা মৌমাছির সংখ্যা = 30 - 30 = 0টি মৌমাছি।
   - তৃতীয় 6 ঘণ্টায় মৌচাকে ফিরে আসা মৌমাছির সংখ্যা = 11টি মৌমাছি।

5. **চূড়ান্ত উত্তর:**
   - দিনের শেষ 6 ঘণ্টায় ডেব্রা 30টি মৌমাছিকে মৌচাকে ফিরে আসতে দেখেন।

**উত্তর:** 30","11","11"
"ব্রিটানি ও তার মা যাদুঘরে গেছে। প্রাপ্তবয়স্কদের প্রবেশমূল্য $12 ও শিশুদের $10। ব্রিটানির মা ক্যাশিয়ারকে 1জন শিশু ও 1জন প্রাপ্তবয়স্কের টিকিটের জন্য অর্থ দেন। যদি তিনি $8 ফেরত পেয়ে থাকেন, তবে তিনি কত ডলার ক্যাশিয়ারকে দিয়েছিলেন?","30","ব্রিটানির মা 1 জন প্রাপ্তবয়স্ক এবং 1 জন শিশু এর জন্য অর্থ দিয়েছিলেন, তাই মোট খরচ হয়েছে $12 + $10 = $22। তিনি $8 ফেরত পেয়েছেন, তাই তিনি ক্যাশিয়ারকে $22 - $8 = $14 দিয়েছেন।

উত্তর: 14","14","False","ব্রিটানির মা 1 জন প্রাপ্তবয়স্ক এবং 1 জন শিশু এর জন্য অর্থ দিয়েছিলেন, তাই মোট খরচ হয়েছে $12 + $10 = $22। তিনি $8 ফেরত পেয়েছেন, তাই তিনি ক্যাশিয়ারকে $22 - $8 = $11 দিয়েছেন।

উত্তর: 14","11","11"
"ডরোথির তুলনায় চার্লির Facebook বন্ধুর সংখ্যা তিনগুণ বেশি। ডরোথির তুলনায় জেমসের Facebook বন্ধুর সংখ্যা চারগুণ বেশি। যদি চার্লির 12 জন Facebook বন্ধু থাকে, তাহলে জেমসের কতজন Facebook বন্ধু আছে?","16","জেমসের Facebook বন্ধুর সংখ্যা নির্ণয় করতে ধাপে ধাপে যুক্তি ব্যবহার করা যাক।

1. **চার্লির বন্ধুর সংখ্যা:** চার্লির 12 জন Facebook বন্ধু আছে।
2. **ডরোথির বন্ধুর সংখ্যা:** ডরোথির তুলনায় চার্লির বন্ধুর সংখ্যা তিনগুণ বেশি। সুতরাং, ডরোথির বন্ধুর সংখ্যা হবে:
   \[
   3 \times 12 = 36
   \]
3. **জেমসের বন্ধুর সংখ্যা:** ডরোথির তুলনায় জেমসের বন্ধুর সংখ্যা চারগুণ বেশি। সুতরাং, জেমসের বন্ধুর সংখ্যা হবে:
   \[
   4 \times 36 = 144
   \]

**উত্তর:** 144","144","False","জেমসের Facebook বন্ধুর সংখ্যা নির্ণয় করতে ধাপে ধাপে যুক্তি ব্যবহার করা যাক।

1. **চার্লির বন্ধুর সংখ্যা:** চার্লির 12 জন Facebook বন্ধু আছে।
2. **ডরোথির বন্ধুর সংখ্যা:** ডরোথির তুলনায় চার্লির বন্ধুর সংখ্যা তিনগুণ বেশি। সুতরাং, ডরোথির বন্ধুর সংখ্যা হবে:
   \[
   3 \times 12 = 36
   \]
3. **জেমসের বন্ধুর সংখ্যা:** ডরোথির তুলনায় জেমসের বন্ধুর সংখ্যা চারগুণ বেশি। সুতরাং, জেমসের বন্ধুর সংখ্যা হবে:
   \[
   4 \times 36 = 129
   \]

**উত্তর:** 144","129","129"
"স্টিভ ও টিম ঠিক করেছে বিদ্যালয় থেকে কে সবচেয়ে দ্রুত বাড়ি ফিরতে পারে তা দেখবে। স্টিভ টিমের থেকে আরও দূরে থাকে, তাই তার বাইক চালানোর অনুমতি আছে। স্টিভ বিদ্যালয় থেকে 3 মাইল দূরে থাকে এবং সে প্রতি মিনিটে 440 ফুট গতিতে বাইক চালাতে পারে। টিম বিদ্যালয় থেকে 2 মাইল দূরে থাকে। যদি টিম তার স্কেটবোর্ড প্রতি মিনিটে 264 ফুট গতিতে চালাতে পারে, তবে পরাজিত জন প্রতিযোগিতা শেষ করার আগে বিজয়ীকে তার বাড়িতে কতক্ষণ অপেক্ষা করতে হবে?","4","**পদক্ষেপ ১:** স্টিভ ও টিমের দূরত্ব গণনা করুন।

স্টিভ: 3 মাইল = 3 × 5280 ফুট = 15,840 ফুট
টিম: 2 মাইল = 2 × 5280 ফুট = 10,560 ফুট

**পদক্ষেপ ২:** স্টিভ ও টিমের সময় গণনা করুন।

স্টিভের সময় = দূরত্ব / গতি = 15,840 ফুট / 440 ফুট/মিনিট = 36 মিনিট
টিমের সময় = দূরত্ব / গতি = 10,560 ফুট / 264 ফুট/মিনিট = 40 মিনিট

**পদক্ষেপ ৩:** বিজয়ী ও পরাজিতের অপেক্ষার সময় গণনা করুন।

বিজয়ী (স্টিভ) এর অপেক্ষার সময় = টিমের সময় - স্টিভের সময় = 40 মিনিট - 36 মিনিট = 4 মিনিট
পরাজিত (টিম) এর অপেক্ষার সময় = স্টিভের সময় - টিমের সময় = 36 মিনিট - 40 মিনিট = -4 মিনিট (অসম্ভব, তাই টিম বিজয়ী)

**উত্তর:** টিম বিজয়ী হলে স্টিভ 4 মিনিট অপেক্ষা করবে।","4","True","**পদক্ষেপ ১:** স্টিভ ও টিমের দূরত্ব গণনা করুন।

স্টিভ: 3 মাইল = 3 × 5280 ফুট = 15,840 ফুট
টিম: 2 মাইল = 2 × 5280 ফুট = 10,560 ফুট

**পদক্ষেপ ২:** স্টিভ ও টিমের সময় গণনা করুন।

স্টিভের সময় = দূরত্ব / গতি = 15,840 ফুট / 440 ফুট/মিনিট = 36 মিনিট
টিমের সময় = দূরত্ব / গতি = 10,560 ফুট / 264 ফুট/মিনিট = 40 মিনিট

**পদক্ষেপ ৩:** বিজয়ী ও পরাজিতের অপেক্ষার সময় গণনা করুন।

বিজয়ী (স্টিভ) এর অপেক্ষার সময় = টিমের সময় - স্টিভের সময় = 40 মিনিট - 36 মিনিট = 4 মিনিট
পরাজিত (টিম) এর অপেক্ষার সময় = স্টিভের সময় - টিমের সময় = 36 মিনিট - 40 মিনিট = -3 মিনিট (অসম্ভব, তাই টিম বিজয়ী)

**উত্তর:** টিম বিজয়ী হলে স্টিভ 4 মিনিট অপেক্ষা করবে।","4","4"
"শোন্দা ঠিক করেছেন যে তাঁর প্রতিবেশী বাচ্চারা যেন প্রকৃতপক্ষে সাইকেলে হাওয়া ভরার পরিষেবা ব্যবহার করতে পারে। তিনি ঠিক করেন যে মূল্য ধার্য করার সবথেকে ভালো উপায় হল তা টায়ার অনুযায়ী করা। প্রতিটি টায়ারে হাওয়া ভরানোর মূল্য 25 সেন্ট। প্রথম দিনে, 5 জন ব্যক্তি বাইসাইকেলে এসে উভয় টায়ারে হাওয়া ভরাতে এসেছিলেন। 3 জন ব্যক্তি এসে তাঁদের ট্রাইসাইকেলের সব টায়ারে হাওয়া ভরিয়েছিলেন। সবশেষে, একজন ব্যক্তি ইউনিসাইকেলে এসেছিলেন। ওই দিন তিনি কত ডলার উপার্জন করেছিলেন?","5","**ধাপ ১:** প্রতিটি টায়ারে হাওয়া ভরানোর মূল্য ২৫ সেন্ট, যা $০.২৫ এর সমান।

**ধাপ ২:** প্রথম দিনে ৫ জন ব্যক্তি বাইসাইকেল নিয়ে এসে উভয় টায়ারে হাওয়া ভরান। প্রতিটি ব্যক্তি ৪ টায়ার জন্য অর্থ প্রদান করেন:
৫ জন × ৪ টায়ার/ব্যক্তি × $০.২৫/টায়ার = $৫.০০

**ধাপ ৩:** ৩ জন ব্যক্তি ট্রাইসাইকেল নিয়ে এসে সব টায়ারে হাওয়া ভরান। প্রতিটি ব্যক্তি ৮ টায়ারের জন্য অর্থ প্রদান করেন:
৩ জন × ৮ টায়ার/ব্যক্তি × $০.২৫/টায়ার = $৭.৫০

**ধাপ ৪:** একজন ব্যক্তি ইউনিসাইকেল নিয়ে এসে একটি টায়ারে হাওয়া ভরান। এই ব্যক্তির জন্য অর্থ প্রদান:
১ জন × ১ টায়ার × $০.২৫/টায়ার = $০.২৫

**ধাপ ৫:** মোট উপার্জন:
$৫.০০ (বাইসাইকেল) + $৭.৫০ (ট্রাইসাইকেল) + $০.২৫ (ইউনিসাইকেল) = $১২.৭৫

**উত্তর:** $১২.৭৫","১২.৭৫","False","**ধাপ ১:** প্রতিটি টায়ারে হাওয়া ভরানোর মূল্য ২৫ সেন্ট, যা $০.২৫ এর সমান।

**ধাপ ২:** প্রথম দিনে ৫ জন ব্যক্তি বাইসাইকেল নিয়ে এসে উভয় টায়ারে হাওয়া ভরান। প্রতিটি ব্যক্তি ৪ টায়ার জন্য অর্থ প্রদান করেন:
৫ জন × ৪ টায়ার/ব্যক্তি × $০.২৫/টায়ার = $৫.০০

**ধাপ ৩:** ৩ জন ব্যক্তি ট্রাইসাইকেল নিয়ে এসে সব টায়ারে হাওয়া ভরান। প্রতিটি ব্যক্তি ৮ টায়ারের জন্য অর্থ প্রদান করেন:
৩ জন × ৮ টায়ার/ব্যক্তি × $০.২৫/টায়ার = $৭.৫০

**ধাপ ৪:** একজন ব্যক্তি ইউনিসাইকেল নিয়ে এসে একটি টায়ারে হাওয়া ভরান। এই ব্যক্তির জন্য অর্থ প্রদান:
১ জন × ১ টায়ার × $০.২৫/টায়ার = $0.3

**ধাপ ৫:** মোট উপার্জন:
$৫.০০ (বাইসাইকেল) + $৭.৫০ (ট্রাইসাইকেল) + $০.২৫ (ইউনিসাইকেল) = $১২.৭৫

**উত্তর:** $১২.৭৫","$12.75","12.75"
"কার্ল দশ প্যাকেট কুকিজ কিনেছেন। প্রত্যেক কুকিজের প্যাকেটের ভিতরে ছয়টি করে কুকিজ আছে। প্রত্যেক কুকিজের মূল্য $0.10। তিনি যদি $10-এর নোট দিয়ে অর্থ প্রদান করেন তবে কার্ল কত ফেরত পাবেন?","4","কার্লের কাছে মোট কুকিজের সংখ্যা: 10 প্যাকেট × 6টি কুকিজ/প্যাকেট = 60টি কুকিজ।
প্রতিটি কুকিজের মূল্য $0.10, তাই মোট খরচ: 60 × $0.10 = $6.00।
কার্ল $10 দিয়ে অর্থ প্রদান করেছেন, তাই ফেরত: $10 - $6 = $4.00।
উত্তর: 4","4","True","কার্লের কাছে মোট কুকিজের সংখ্যা: 10 প্যাকেট × 6টি কুকিজ/প্যাকেট = 60টি কুকিজ।
প্রতিটি কুকিজের মূল্য $0.10, তাই মোট খরচ: 60 × $0.10 = $6.00।
কার্ল $10 দিয়ে অর্থ প্রদান করেছেন, তাই ফেরত: $10 - $6 = $3.5।
উত্তর: 4","3.5","3.5"
"ডেভ ফ্রেঞ্চ-ফ্রাইয়ের একটি বড় প্যাকেট কিনেছিলেন এবং একটি ক্ষুধার্ত সিগাল তাঁর হাত থেকে প্যাকেটটি চুরি করার আগে তিনি চোদ্দটি খেয়েছিলেন। সিগালটি অবতরণ করে, ডেভ যা খেয়েছিলেন তার থেকে অর্ধেক পরিমাণ সে গিলে নিয়েছিল। তারপর তিনটি পায়রা তাকে খাবার থেকে তাড়িয়ে দেয়, এবং প্রত্যেকটি পায়রা তিনটি করে ফ্রাই খেয়েছিল। পরে, একটি রাকুন অবশিষ্ট ফ্রাইয়ের দুই তৃতীয়াংশ চুরি করেছিল। পাঁচটি রেখে, শেষ ফ্রেঞ্চ-ফ্রাই পিঁপড়েতে নিয়ে গিয়েছিল। ডেভ যখন কিনেছিলেন প্যাকেটে কতগুলি ফ্রেঞ্চ-ফ্রাই ছিল?","48","1. সিগালটি ডেভের খাওয়া ফ্রেঞ্চ-ফ্রাই থেকে অর্ধেক গিলে নিয়েছিল। তাই, সিগালটি গিলে নিয়েছিল 14 / 2 = 7 ফ্রেঞ্চ-ফ্রাই।
2. পায়রাগুলি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 3 * 3 = 9 ফ্রেঞ্চ-ফ্রাই খেয়েছিল।
3. অবশিষ্ট ফ্রেঞ্চ-ফ্রাই ছিল 14 - 7 - 9 = -2 ফ্রেঞ্চ-ফ্রাই। এখানে একটি ভুল আছে, তাই আমরা সঠিকভাবে গণনা করি: 14 - 7 - 9 = 0 ফ্রেঞ্চ-ফ্রাই।
4. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
5. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
6. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
7. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
8. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
9. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
10. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
11. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ","","False","1. সিগালটি ডেভের খাওয়া ফ্রেঞ্চ-ফ্রাই থেকে অর্ধেক গিলে নিয়েছিল। তাই, সিগালটি গিলে নিয়েছিল 14 / 2 = 7 ফ্রেঞ্চ-ফ্রাই।
2. পায়রাগুলি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 3 * 3 = 9 ফ্রেঞ্চ-ফ্রাই খেয়েছিল।
3. অবশিষ্ট ফ্রেঞ্চ-ফ্রাই ছিল 14 - 7 - 9 = -2 ফ্রেঞ্চ-ফ্রাই। এখানে একটি ভুল আছে, তাই আমরা সঠিকভাবে গণনা করি: 14 - 7 - 9 = 0 ফ্রেঞ্চ-ফ্রাই।
4. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
5. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
6. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
7. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
8. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
9. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
10. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/3 অংশ চুরি করেছিল, যা 2/3 * 0 = 0 ফ্রেঞ্চ-ফ্রাই।
11. রাকুনটি অবশিষ্ট ফ্রেঞ্চ-ফ্রাই থেকে 2/4 অংশ","প্রশ্নটি একটি গাণিতিক পাজল, যেখানে ডেভের ফ্রেঞ্চ-ফ্রাই প্যাকেটের পরিমাণ বের করতে হবে। ধাপে ধাপে সমাধান:

1. **সিগাল গিলে নেয় অর্ধেক**: ডেভ ১৪টি ফ্রেঞ্চ-ফ্রাই খেয়েছিল, তাই সিগাল গিলে নেয় ৭টি (১৪ ÷ ২)।
2. **পায়রাগুলি খেয়েছিল","2"
"কলেজ ছাত্র কিমোর প্রতি সোমবার, বুধবার ও শুক্রবারে তিনটি 1-ঘণ্টার ক্লাস থাকে। প্রতি মঙ্গলবার ও বৃহস্পতিবারে, তার দুটি 2-ঘণ্টার ক্লাস থাকে। একটি সেমিস্টার 16 সপ্তাহের স্কুল থাকে। একটি সেমিস্টারে, কিমোকে ক্লাসে কত ঘণ্টা ব্যয় করতে হয়?","272","**পদক্ষেপ 1:** কিমোর সপ্তাহে ক্লাসে ব্যয় করা মোট ঘণ্টা গণনা করুন।
- সোমবার, বুধবার ও শুক্রবার: 3 ক্লাস × 1 ঘণ্টা/ক্লাস = 3 ঘণ্টা
- মঙ্গলবার ও বৃহস্পতিবারে: 2 ক্লাস × 2 ঘণ্টা/ক্লাস = 4 ঘণ্টা
- **সাপ্তাহিক মোট ঘণ্টা:** 3 + 4 = 7 ঘণ্টা

**পদক্ষেপ 2:** সেমিস্টারে ক্লাসে ব্যয় করা মোট ঘণ্টা গণনা করুন।
- সেমিস্টার: 16 সপ্তাহ
- **সেমিস্টারে মোট ঘণ্টা:** 7 ঘণ্টা/সপ্তাহ × 16 সপ্তাহ = 112 ঘণ্টা

**উত্তর:** 112","112","False","**পদক্ষেপ 1:** কিমোর সপ্তাহে ক্লাসে ব্যয় করা মোট ঘণ্টা গণনা করুন।
- সোমবার, বুধবার ও শুক্রবার: 3 ক্লাস × 1 ঘণ্টা/ক্লাস = 3 ঘণ্টা
- মঙ্গলবার ও বৃহস্পতিবারে: 2 ক্লাস × 2 ঘণ্টা/ক্লাস = 4 ঘণ্টা
- **সাপ্তাহিক মোট ঘণ্টা:** 3 + 4 = 10 ঘণ্টা

**পদক্ষেপ 2:** সেমিস্টারে ক্লাসে ব্যয় করা মোট ঘণ্টা গণনা করুন।
- সেমিস্টার: 16 সপ্তাহ
- **সেমিস্টারে মোট ঘণ্টা:** 7 ঘণ্টা/সপ্তাহ × 16 সপ্তাহ = 112 ঘণ্টা

**উত্তর:** 112","112","112"
"বিল প্রতিদিন 300টি রোল, 120টি চকলেট ক্রসা, 60টি ব্যগুয়েট বেক করেন। প্রতিটি রোল 4 ইঞ্চি লম্বা, প্রতিটি ক্রসা 6 ইঞ্চি লম্বা, এবং প্রতিটি ব্যগুয়েট দুই ফুট লম্বা। যদি বিল সব বেক করা জিনিস প্রথম থেকে শেষ পর্যন্ত রাখে, সেগুলি কত ফুট লম্বা হবে?","280","**পদক্ষেপ ১: প্রতিদিনের মোট বেক করা জিনিসের পরিমাণ গণনা করুন।**

- রোল: 300
- চকলেট ক্রসা: 120
- ব্যগুয়েট: 60

**পদক্ষেপ ২: প্রতিটি জিনিসের দৈর্ঘ্য ফুটে রূপান্তর করুন।**

- রোল: 300 × 4 ইঞ্চি = 1200 ইঞ্চি
- ক্রসা: 120 × 6 ইঞ্চি = 720 ইঞ্চি
- ব্যগুয়েট: 60 × 2 ফুট = 120 ফুট

**পদক্ষেপ ৩: মোট দৈর্ঘ্য ফুটে গণনা করুন।**

- মোট দৈর্ঘ্য = 1200 + 720 + 120 = 1920 ফুট

**উত্তর:** 1920","1920","False","**পদক্ষেপ ১: প্রতিদিনের মোট বেক করা জিনিসের পরিমাণ গণনা করুন।**

- রোল: 300
- চকলেট ক্রসা: 120
- ব্যগুয়েট: 60

**পদক্ষেপ ২: প্রতিটি জিনিসের দৈর্ঘ্য ফুটে রূপান্তর করুন।**

- রোল: 300 × 4 ইঞ্চি = 1200 ইঞ্চি
- ক্রসা: 120 × 6 ইঞ্চি = 720 ইঞ্চি
- ব্যগুয়েট: 60 × 2 ফুট = 120 ফুট

**পদক্ষেপ ৩: মোট দৈর্ঘ্য ফুটে গণনা করুন।**

- মোট দৈর্ঘ্য = 1200 + 720 + 120 = 1915 ফুট

**উত্তর:** 1920","**উত্তর:** 1915","1915"
"চিড়িয়াখানার রক্ষক চিড়িয়াখানার সকল বানর প্রজাতির প্রাণীদের খাবার খাওয়ান। প্রতি 2 মাসে স্থানীয় একটি খামার থেকে তিনি কলার অর্ডার দেন। যদি প্রতি মাসে বানরদের 200টি কলা, গরিলাদের 400টি কলা এবং বেবুনদের 100টি কলার প্রয়োজন হয়, 2 মাস চলার জন্য তাঁকে কতগুলি কলার অর্ডার দিতে হবে?","1400","1. **মাসিক কলার প্রয়োজন:**
   - বানর: 200 কলা/মাস
   - গরিলা: 400 কলা/মাস
   - বেবুন: 100 কলা/মাস
   **মোট মাসিক কলা:** 200 + 400 + 100 = 700 কলা/মাস

2. **2 মাস চলার জন্য মোট কলা:**
   - 2 মাস × 700 কলা/মাস = 1400 কলা

**উত্তর:** 1400","1400","True","1. **মাসিক কলার প্রয়োজন:**
   - বানর: 200 কলা/মাস
   - গরিলা: 400 কলা/মাস
   - বেবুন: 100 কলা/মাস
   **মোট মাসিক কলা:** 200 + 400 + 100 = 700 কলা/মাস

2. **2 মাস চলার জন্য মোট কলা:**
   - 2 মাস × 700 কলা/মাস = 1380 কলা

**উত্তর:** 1400","1380","1380"
