sample_id,subject,subject_category,answer,cultural_sensitivity_label,is_annotated,pred_Mistral-7B,pred_Qwen2.5-7B,pred_OpenChat-3.5,correct_Mistral-7B,correct_Qwen2.5-7B,correct_OpenChat-3.5,panel_accuracy,difficulty
high_school_government_and_politics/test/185,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/186,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/187,high_school_government_and_politics,Social Sciences,A,CS,True,A,A,D,1,1,0,0.6666666666666666,hard
high_school_government_and_politics/test/188,high_school_government_and_politics,Social Sciences,C,CS,True,A,C,C,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/189,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/19,high_school_government_and_politics,Social Sciences,A,-,False,D,A,A,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/190,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/191,high_school_government_and_politics,Social Sciences,B,CS,True,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/192,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/2,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/20,high_school_government_and_politics,Social Sciences,B,CS,True,D,D,D,0,0,0,0.0,hard
high_school_government_and_politics/test/21,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/22,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/23,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/24,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/25,high_school_government_and_politics,Social Sciences,B,CS,True,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/26,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/27,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/28,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,C,1,1,0,0.6666666666666666,hard
high_school_government_and_politics/test/29,high_school_government_and_politics,Social Sciences,A,-,False,B,A,D,0,1,0,0.3333333333333333,hard
high_school_government_and_politics/test/3,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/30,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/31,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/32,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/33,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/34,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/35,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/36,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/37,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/38,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/39,high_school_government_and_politics,Social Sciences,C,CS,True,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/4,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/40,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/41,high_school_government_and_politics,Social Sciences,B,CS,True,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/42,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/43,high_school_government_and_politics,Social Sciences,A,-,False,C,A,A,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/44,high_school_government_and_politics,Social Sciences,B,CS,True,D,B,D,0,1,0,0.3333333333333333,hard
high_school_government_and_politics/test/45,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/46,high_school_government_and_politics,Social Sciences,A,-,False,A,A,B,1,1,0,0.6666666666666666,hard
high_school_government_and_politics/test/47,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/48,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/49,high_school_government_and_politics,Social Sciences,B,CS,True,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/5,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/50,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/51,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/52,high_school_government_and_politics,Social Sciences,C,-,False,A,C,C,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/53,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/54,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/55,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/56,high_school_government_and_politics,Social Sciences,C,CS,True,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/57,high_school_government_and_politics,Social Sciences,C,-,False,A,A,C,0,0,1,0.3333333333333333,hard
high_school_government_and_politics/test/58,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/59,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/6,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/60,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/61,high_school_government_and_politics,Social Sciences,B,CS,True,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/62,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/63,high_school_government_and_politics,Social Sciences,B,-,False,D,B,B,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/64,high_school_government_and_politics,Social Sciences,B,-,False,D,B,B,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/65,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/66,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/67,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/68,high_school_government_and_politics,Social Sciences,D,CS,True,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/69,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/7,high_school_government_and_politics,Social Sciences,D,-,False,D,A,A,1,0,0,0.3333333333333333,hard
high_school_government_and_politics/test/70,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/71,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/72,high_school_government_and_politics,Social Sciences,C,CS,True,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/73,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/74,high_school_government_and_politics,Social Sciences,C,-,False,B,C,C,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/75,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/76,high_school_government_and_politics,Social Sciences,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
high_school_government_and_politics/test/77,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/78,high_school_government_and_politics,Social Sciences,C,-,False,D,B,D,0,0,0,0.0,hard
high_school_government_and_politics/test/79,high_school_government_and_politics,Social Sciences,A,CS,True,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/8,high_school_government_and_politics,Social Sciences,B,-,False,B,D,D,1,0,0,0.3333333333333333,hard
high_school_government_and_politics/test/80,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/81,high_school_government_and_politics,Social Sciences,B,CS,True,B,B,A,1,1,0,0.6666666666666666,hard
high_school_government_and_politics/test/82,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/83,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/84,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/85,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/86,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/87,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/88,high_school_government_and_politics,Social Sciences,C,-,False,C,C,A,1,1,0,0.6666666666666666,hard
high_school_government_and_politics/test/89,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/9,high_school_government_and_politics,Social Sciences,C,CS,True,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/90,high_school_government_and_politics,Social Sciences,B,-,False,D,B,A,0,1,0,0.3333333333333333,hard
high_school_government_and_politics/test/91,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/92,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/93,high_school_government_and_politics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_government_and_politics/test/94,high_school_government_and_politics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_government_and_politics/test/95,high_school_government_and_politics,Social Sciences,C,CS,True,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/96,high_school_government_and_politics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_government_and_politics/test/97,high_school_government_and_politics,Social Sciences,D,-,False,A,A,A,0,0,0,0.0,hard
high_school_government_and_politics/test/98,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_government_and_politics/test/99,high_school_government_and_politics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/0,high_school_macroeconomics,Social Sciences,B,-,False,A,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/1,high_school_macroeconomics,Social Sciences,D,-,False,A,A,D,0,0,1,0.3333333333333333,hard
high_school_macroeconomics/test/10,high_school_macroeconomics,Social Sciences,B,-,False,A,B,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/100,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/101,high_school_macroeconomics,Social Sciences,D,-,False,A,A,A,0,0,0,0.0,hard
high_school_macroeconomics/test/102,high_school_macroeconomics,Social Sciences,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/103,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/104,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/105,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/106,high_school_macroeconomics,Social Sciences,B,-,False,C,B,C,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/107,high_school_macroeconomics,Social Sciences,A,CA,True,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/108,high_school_macroeconomics,Social Sciences,D,-,False,A,D,B,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/109,high_school_macroeconomics,Social Sciences,C,CA,True,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/11,high_school_macroeconomics,Social Sciences,D,-,False,D,A,D,1,0,1,0.6666666666666666,hard
high_school_macroeconomics/test/110,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/111,high_school_macroeconomics,Social Sciences,B,-,False,D,B,D,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/112,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/113,high_school_macroeconomics,Social Sciences,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/114,high_school_macroeconomics,Social Sciences,A,-,False,A,C,D,1,0,0,0.3333333333333333,hard
high_school_macroeconomics/test/115,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/116,high_school_macroeconomics,Social Sciences,D,-,False,C,C,D,0,0,1,0.3333333333333333,hard
high_school_macroeconomics/test/117,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/118,high_school_macroeconomics,Social Sciences,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/119,high_school_macroeconomics,Social Sciences,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/12,high_school_macroeconomics,Social Sciences,D,-,False,A,D,B,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/120,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/121,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/122,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/123,high_school_macroeconomics,Social Sciences,D,CA,True,C,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/124,high_school_macroeconomics,Social Sciences,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/125,high_school_macroeconomics,Social Sciences,B,CA,True,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/126,high_school_macroeconomics,Social Sciences,D,-,False,A,D,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/127,high_school_macroeconomics,Social Sciences,D,-,False,D,A,D,1,0,1,0.6666666666666666,hard
high_school_macroeconomics/test/128,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/129,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/13,high_school_macroeconomics,Social Sciences,D,-,False,A,A,A,0,0,0,0.0,hard
high_school_macroeconomics/test/130,high_school_macroeconomics,Social Sciences,D,-,False,D,D,C,1,1,0,0.6666666666666666,hard
high_school_macroeconomics/test/131,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/132,high_school_macroeconomics,Social Sciences,A,-,False,C,C,A,0,0,1,0.3333333333333333,hard
high_school_macroeconomics/test/133,high_school_macroeconomics,Social Sciences,B,CS,True,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/134,high_school_macroeconomics,Social Sciences,C,-,False,C,B,A,1,0,0,0.3333333333333333,hard
high_school_macroeconomics/test/135,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/136,high_school_macroeconomics,Social Sciences,A,-,False,B,A,D,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/137,high_school_macroeconomics,Social Sciences,C,-,False,A,A,B,0,0,0,0.0,hard
high_school_macroeconomics/test/138,high_school_macroeconomics,Social Sciences,A,-,False,D,A,D,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/139,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/14,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/140,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/141,high_school_macroeconomics,Social Sciences,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/142,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/143,high_school_macroeconomics,Social Sciences,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/144,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/145,high_school_macroeconomics,Social Sciences,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/146,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/147,high_school_macroeconomics,Social Sciences,A,-,False,B,B,D,0,0,0,0.0,hard
high_school_macroeconomics/test/148,high_school_macroeconomics,Social Sciences,A,CA,True,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/149,high_school_macroeconomics,Social Sciences,C,-,False,A,A,D,0,0,0,0.0,hard
high_school_macroeconomics/test/15,high_school_macroeconomics,Social Sciences,B,CA,True,C,B,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/150,high_school_macroeconomics,Social Sciences,C,-,False,C,C,B,1,1,0,0.6666666666666666,hard
high_school_macroeconomics/test/151,high_school_macroeconomics,Social Sciences,A,CA,True,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/152,high_school_macroeconomics,Social Sciences,C,-,False,A,C,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/153,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/154,high_school_macroeconomics,Social Sciences,A,CS,True,C,D,A,0,0,1,0.3333333333333333,hard
high_school_macroeconomics/test/155,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/156,high_school_macroeconomics,Social Sciences,D,-,False,A,C,B,0,0,0,0.0,hard
high_school_macroeconomics/test/157,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/158,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/159,high_school_macroeconomics,Social Sciences,C,-,False,A,B,D,0,0,0,0.0,hard
high_school_macroeconomics/test/16,high_school_macroeconomics,Social Sciences,D,-,False,B,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/160,high_school_macroeconomics,Social Sciences,D,-,False,B,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/161,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/162,high_school_macroeconomics,Social Sciences,D,-,False,A,B,D,0,0,1,0.3333333333333333,hard
high_school_macroeconomics/test/163,high_school_macroeconomics,Social Sciences,C,-,False,A,A,D,0,0,0,0.0,hard
high_school_macroeconomics/test/164,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/165,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/166,high_school_macroeconomics,Social Sciences,C,-,False,C,C,B,1,1,0,0.6666666666666666,hard
high_school_macroeconomics/test/167,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/168,high_school_macroeconomics,Social Sciences,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/169,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/17,high_school_macroeconomics,Social Sciences,B,CA,True,A,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/170,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/171,high_school_macroeconomics,Social Sciences,D,-,False,A,D,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/172,high_school_macroeconomics,Social Sciences,D,-,False,C,D,C,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/173,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/174,high_school_macroeconomics,Social Sciences,A,CA,True,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/175,high_school_macroeconomics,Social Sciences,C,-,False,A,A,A,0,0,0,0.0,hard
high_school_macroeconomics/test/176,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/177,high_school_macroeconomics,Social Sciences,B,-,False,A,B,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/178,high_school_macroeconomics,Social Sciences,A,-,False,A,D,D,1,0,0,0.3333333333333333,hard
high_school_macroeconomics/test/179,high_school_macroeconomics,Social Sciences,B,-,False,D,D,D,0,0,0,0.0,hard
high_school_macroeconomics/test/18,high_school_macroeconomics,Social Sciences,B,CA,True,A,B,D,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/180,high_school_macroeconomics,Social Sciences,A,-,False,D,D,D,0,0,0,0.0,hard
high_school_macroeconomics/test/181,high_school_macroeconomics,Social Sciences,A,CA,True,A,A,B,1,1,0,0.6666666666666666,hard
high_school_macroeconomics/test/182,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/183,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/184,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/185,high_school_macroeconomics,Social Sciences,D,CA,True,C,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/186,high_school_macroeconomics,Social Sciences,D,-,False,A,D,B,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/187,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/188,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/189,high_school_macroeconomics,Social Sciences,D,-,False,C,B,B,0,0,0,0.0,hard
high_school_macroeconomics/test/19,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/190,high_school_macroeconomics,Social Sciences,A,-,False,A,A,A,1,1,1,1.0,easy
high_school_macroeconomics/test/191,high_school_macroeconomics,Social Sciences,B,-,False,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/192,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/193,high_school_macroeconomics,Social Sciences,C,-,False,C,D,B,1,0,0,0.3333333333333333,hard
high_school_macroeconomics/test/194,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/195,high_school_macroeconomics,Social Sciences,D,-,False,D,B,D,1,0,1,0.6666666666666666,hard
high_school_macroeconomics/test/196,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/197,high_school_macroeconomics,Social Sciences,C,-,False,C,B,B,1,0,0,0.3333333333333333,hard
high_school_macroeconomics/test/198,high_school_macroeconomics,Social Sciences,D,-,False,A,B,A,0,0,0,0.0,hard
high_school_macroeconomics/test/199,high_school_macroeconomics,Social Sciences,D,-,False,C,D,D,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/2,high_school_macroeconomics,Social Sciences,D,-,False,B,C,B,0,0,0,0.0,hard
high_school_macroeconomics/test/20,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/200,high_school_macroeconomics,Social Sciences,C,-,False,A,C,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/201,high_school_macroeconomics,Social Sciences,B,CA,True,B,B,B,1,1,1,1.0,easy
high_school_macroeconomics/test/202,high_school_macroeconomics,Social Sciences,D,-,False,A,D,A,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/203,high_school_macroeconomics,Social Sciences,D,-,False,D,D,D,1,1,1,1.0,easy
high_school_macroeconomics/test/204,high_school_macroeconomics,Social Sciences,C,-,False,B,A,A,0,0,0,0.0,hard
high_school_macroeconomics/test/205,high_school_macroeconomics,Social Sciences,B,CA,True,D,B,D,0,1,0,0.3333333333333333,hard
high_school_macroeconomics/test/206,high_school_macroeconomics,Social Sciences,A,-,False,A,C,D,1,0,0,0.3333333333333333,hard
high_school_macroeconomics/test/207,high_school_macroeconomics,Social Sciences,D,-,False,C,A,C,0,0,0,0.0,hard
high_school_macroeconomics/test/208,high_school_macroeconomics,Social Sciences,B,-,False,A,B,B,0,1,1,0.6666666666666666,hard
high_school_macroeconomics/test/209,high_school_macroeconomics,Social Sciences,B,-,False,C,D,B,0,0,1,0.3333333333333333,hard
high_school_macroeconomics/test/21,high_school_macroeconomics,Social Sciences,A,CA,True,A,D,A,1,0,1,0.6666666666666666,hard
high_school_macroeconomics/test/210,high_school_macroeconomics,Social Sciences,C,CS,True,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/211,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/212,high_school_macroeconomics,Social Sciences,C,-,False,C,C,C,1,1,1,1.0,easy
high_school_macroeconomics/test/213,high_school_macroeconomics,Social Sciences,D,-,False,A,C,C,0,0,0,0.0,hard
high_school_macroeconomics/test/214,high_school_macroeconomics,Social Sciences,B,-,False,C,A,D,0,0,0,0.0,hard
high_school_macroeconomics/test/215,high_school_macroeconomics,Social Sciences,D,-,False,C,C,C,0,0,0,0.0,hard
high_school_macroeconomics/test/216,high_school_macroeconomics,Social Sciences,C,-,False,C,C,A,1,1,0,0.6666666666666666,hard
high_school_macroeconomics/test/217,high_school_macroeconomics,Social Sciences,C,-,False,A,A,B,0,0,0,0.0,hard
high_school_macroeconomics/test/218,high_school_macroeconomics,Social Sciences,D,-,False,C,D,D,0,1,1,0.6666666666666666,hard
