question,answer,cot_answer,extracted_answer,is_correct,lcr,question_id,difficulty
梅雷迪思是一位自由博主，每天撰写关于健康主题的博文，然后提交给客户，这是她的固定职业。一篇博文平均需要 4 小时进行研究和写作。上周，她在周一写了 5 篇博文。她在周二写的博文数量比周一多 2/5 倍。她在周三写的博文数量比周二多一倍。请计算她在这三天用于撰写博文的总时间。,104,"周一，梅雷迪思写了 5 篇博文。
周二，她写了比周一多 2/5 倍的博文，即 2/5 * 5 = 2 篇博文。
周三，她写了周二博文数量的两倍，即 2 * 2 = 4 篇博文。
因此，她在这三天总共写了 5 + 2 + 4 = 11 篇博文。
每篇博文需要 4 小时进行研究和写作，因此她总共花费了 11 * 4 = 44 小时。
答案：44",44.0,False,1.0,45,medium
坎迪斯去咖啡店上班前把 80 张便利贴放进钱包里。在上班路上，她在一家商店停下来，买了一包便利贴；工作时，她给 220 个不同咖啡杯中的每个咖啡杯都贴上一张便利贴。如果她一共剩下 23 张便利贴，她买的那包便利贴里面有多少张便利贴？,163,"坎迪斯最初有 80 张便利贴。在上班路上，她买了一包便利贴，设这包便利贴的数量为 \( x \)。工作时，她给 220 个咖啡杯中的每个咖啡杯贴上便利贴，这意味着她使用了 \( 220 \) 张便利贴。此外，她还剩下 23 张便利贴。因此，我们可以建立以下方程：

\[ 80 + x - 220 = 23 \]

解这个方程：

\[ 80 + x - 220 = 23 \]
\[ x - 140 = 23 \]
\[ x = 23 + 140 \]
\[ x = 163 \]

因此，坎迪斯买的那包便利贴里面有 163 张便利贴。

答案：163",163.0,True,1.0,46,hard
约翰买的红色领带数量是蓝色领带数量的两倍。红色领带的价格比蓝色领带的价格高 50%。他花了 200 美元购买每条 40 美元的蓝色领带。他花了多少钱买领带？,800,"约翰购买的蓝色领带数量为 200 美元 / 40 美元 = 5 条。
他购买的红色领带数量是蓝色领带数量的两倍，因此他购买了 2 * 5 = 10 条红色领带。
红色领带的价格比蓝色领带的价格高 50%，因此每条红色领带的价格为 40 美元 * 1.5 = 60 美元。
因此，红色领带的总成本为 10 * 60 美元 = 600 美元。
领带的总成本为 600 美元 + 200 美元 = 800 美元。
答案：800",800.0,True,1.0,47,hard
翠西用一条长 4 英尺的金属丝给做菜园里的番茄做支撑。金属丝被剪成小段，每段长 6 英寸。她得到了多少段？,8,"翠西的金属丝长 4 英尺，需要将其转换为英寸以匹配她使用的单位。1 英尺有 12 英寸，因此 4 英尺等于 4 × 12 = 48 英寸。金属丝被剪成每段 6 英寸的长度。为了找出段数，我们将总长度除以每段长度：48 ÷ 6 = 8。因此，翠西得到了 8 段。

答案：8",8.0,True,1.0,48,easy
理查德住在一栋 15 层的公寓楼里。每层楼有 8 个单元，大楼的 3/4 有人住。这栋大楼没人住的单元的总数是多少？,30,"大楼有 15 层，每层有 8 个单元，总共有 15 * 8 = 120 个单元。大楼的 3/4 有人住，所以有 (3/4) * 120 = 90 个单元有人住。没人住的单元数量是总单元数减去有人住的单元数：120 - 90 = 30。

答案：30",30.0,True,1.0,49,medium
劳埃德有一个产蛋场。他的鸡每天产 252 颗蛋，他每打鸡蛋卖 2 美元。劳埃德每周从鸡蛋赚多少钱？,294,"首先，计算劳埃德每天从鸡蛋中赚取的总金额：252 颗蛋/天 * 2 美元/蛋 = 504 美元/天。然后，将每天收入乘以 7 天，以得出每周收入：504 美元/天 * 7 天 = 3,528 美元/周。
答案：3528",3528.0,False,1.0,50,easy
汤姆的船每小时行驶 10 英里。他从下午 1 点航行到下午 4 点。然后，他以每小时 6 英里的速度返航。他返航需要多长时间？,5,"汤姆从下午 1 点航行到下午 4 点，共航行了 3 小时（从下午 1 点到下午 4 点是 3 小时）。以每小时 10 英里的速度，他航行了 3 × 10 = 30 英里。

返航时，他以每小时 6 英里的速度行驶。因此，返航所需的时间为 30 英里 ÷ 6 英里/小时 = 5 小时。

答案：5",5.0,True,1.0,51,easy
乌利亚的书包对他来说太重了。他需要把书包减轻 15 磅。他的漫画书每本重 1/4 磅，他的玩具每件重 1/2 磅。如果他拿掉 30 本漫画书，他还需要拿掉多少件玩具？,15,"乌利亚的漫画书总重量为 30 本 * 1/4 磅/本 = 7.5 磅。拿掉这些书后，书包的重量为 15 磅 - 7.5 磅 = 7.5 磅。他需要把书包减轻 15 磅 - 7.5 磅 = 7.5 磅。每个玩具重 1/2 磅，因此他需要拿掉 7.5 磅 / 1/2 磅/件 = 15 件玩具。
答案：15",15.0,True,1.0,52,easy
机械师对维修卡车和汽车的轮胎收取不同的价格。维修一个卡车轮胎，机械师收取 60 美元，而对维修一个汽车轮胎，机械师收取 40 美元。周四，机械师维修了 6 个卡车轮胎和 4 个汽车轮胎。周五，机械师维修了 12 个汽车轮胎，但没有维修任何卡车轮胎。机械师在收入比较高的那一天多赚了多少钱？,40,"**推理步骤：**

1. **计算周四的收入：**
   - 周四，机械师维修了 6 个卡车轮胎，每个 60 美元。
     \[
     6 \times 60 = 360 \text{ 美元}
     \]
   - 周四，机械师维修了 4 个汽车轮胎，每个 40 美元。
     \[
     4 \times 40 = 160 \text{ 美元}
     \]
   - 周四的总收入：
     \[
     360 + 160 = 520 \text{ 美元}
     \]

2. **计算周五的收入：**
   - 周五，机械师维修了 12 个汽车轮胎，每个 40 美元。
     \[
     12 \times 40 = 480 \text{ 美元}
     \]
   - 周五没有维修任何卡车轮胎，因此收入为：
     \[
     0 \text{ 美元}
     \]
   - 周五的总收入：
     \[
     480 \text{ 美元}
     \]

3. **比较收入：**
   - 周四的收入：520 美元
   - 周五的收入：480 美元
   - 收入差异：
     \[
     520 - 480 = 40 \text{ 美元}
     \]

**答案：** 40",40.0,True,1.0,53,medium
在 Doubtfire 姐妹开车载着 7 只从当地动物收容所收养的小猫回家的路上，她们的妈妈打电话来告诉她们说，她们的两只家猫刚生了小猫。她说小补丁（第一只猫）生的小猫数量是收养小猫数量的两倍，而特雷克西（第二只猫）生了 12 只。Doubtfire 一家现在有多少只小猫？,40,"**推理步骤：**
1. **已知信息：**
   - 收养的小猫数量：7 只
   - 小补丁（第一只猫）生的小猫数量是收养小猫数量的两倍。
   - 特雷克西（第二只猫）生了 12 只小猫。

2. **计算小补丁生的小猫数量：**
   小补丁生的小猫数量 = 2 × 7 = 14 只

3. **计算总小猫数量：**
   总小猫数量 = 收养小猫数量 + 小补丁生的小猫数量 + 特雷克西生的小猫数量
   总小猫数量 = 7 + 14 + 12 = 33 只

**答案：**
33",33.0,False,1.0,54,hard
吉恩有 30 根棒棒糖。吉恩吃掉了其中 2 根棒棒糖。对于剩下的棒棒糖，吉恩想 2 根装一包。吉恩能装几包？,14,"吉恩从 30 根棒棒糖中吃掉了 2 根，剩下 30 - 2 = 28 根棒棒糖。为了找出吉恩能装几包，我们将剩余的棒棒糖除以每包的数量：28 ÷ 2 = 14。

答案：14",14.0,True,1.0,55,easy
彼得计划这周去看电影。他总是花 7 美元买一张票，花 7 美元买一份爆米花。如果他这周有 42 美元，他能去看几次电影？,3,"彼得的每次电影观看花费为 7 美元 + 7 美元 = 14 美元。为了计算出他能去看几次电影，我们将他的总资金除以每次观看的成本：42 美元 ÷ 14 美元 = 3。

答案：3",3.0,True,1.0,56,easy
"一座木桥的最大承重量是 5,000 磅。一辆装满相同的箱子（每箱重 15 磅）的货运卡车将通过这座桥。司机体重和卡车的空车重量总和是 3,755 磅。为了不超过这座桥的重量限制，这辆卡车最多能装载多少个箱子？",83,"**推理步骤：**

1. **确定桥的总重量限制：**
   - 桥的最大承重量是 5,000 磅。

2. **计算司机和空车总重量：**
   - 司机和空车的总重量是 3,755 磅。

3. **计算卡车和箱子的总重量：**
   - 卡车和箱子的总重量 = 桥的总重量限制 - 司机和空车总重量
   - 卡车和箱子的总重量 = 5,000 磅 - 3,755 磅 = 1,245 磅

4. **确定一个箱子的重量：**
   - 每个箱子的重量是 15 磅。

5. **计算最大箱子数量：**
   - 最大箱子数量 = 卡车和箱子的总重量 / 一个箱子的重量
   - 最大箱子数量 = 1,245 磅 / 15 磅 = 82.5

由于不能装载部分箱子，因此最大箱子数量为 82 个。

**答案：** 82",82.0,False,1.0,57,hard
史蒂芬在网上下单购买生活用品。他的最终账单金额是 40.00 美元。因为这笔订单通过送货供应商进行，他们在他的最终账单总额上加上了 25% 的费用，并对他收取了 3.00 美元的送货费。史蒂芬还加上了 4.00 美元的小费。在增加了这些额外费用后，史蒂芬购买生活用品的最终价格是多少？,57,"首先，计算送货供应商的费用：40.00 美元的 25% = 0.25 × 40 = 10.00 美元。然后，将此费用添加到原始账单金额中：40.00 美元 + 10.00 美元 = 50.00 美元。然后，将送货费 3.00 美元添加到总金额中：50.00 美元 + 3.00 美元 = 53.00 美元。最后，将 4.00 美元的小费添加到总金额中：53.00 美元 + 4.00 美元 = 57.00 美元。

答案：57.00 美元",57.0,False,1.0,58,hard
一处覆盆子树丛结出了 6 簇覆盆子，每簇 20 颗， 而且整个覆盆子树丛还散落着 67 颗覆盆子。一共有多少颗覆盆子？,187,"覆盆子树丛的覆盆子总数可以通过将簇数乘以每簇覆盆子数来计算：6 簇 × 20 颗覆盆子/簇 = 120 颗覆盆子。然后，我们将这个总数与树丛中散落的覆盆子数量相加：120 颗覆盆子 + 67 颗覆盆子 = 187 颗覆盆子。

答案：187",187.0,True,1.0,59,easy
一个篮子里放着 25 颗橙子，其中 1 颗是坏的，20% 是不熟的，2 颗是酸的，剩下的是好的。好的橙子有多少颗？,17,"首先，确定坏橙子和不熟橙子的数量。坏橙子占橙子总数的 1%，即 0.01 个橙子。不熟橙子占橙子总数的 20%，即 0.20 个橙子。

接下来，计算坏和不熟橙子的总数：
\[ 0.01 + 0.20 = 0.21 \]

将这个总数从橙子总数中减去，以找出好的橙子数量：
\[ 25 - 0.21 = 24.79 \]

由于橙子的数量必须是整数，我们将其四舍五入到最接近的整数：
\[ 25 - 0.21 = 24.79 \approx 25 \]

因此，好的橙子数量为：
\[ 25 - 0.21 = 24.79 \]

答案：24.79",24.79,False,1.0,60,medium
珍妮特为她的女儿买了一根胸针。她付了 500 美元的胸针材料费，再付 800 美元的制作费给珠宝师。之后，她付了总额的 10% 为胸针投保。她一共付了多少钱？,1430,"胸针的总成本由材料费和制作费组成，总计 500 美元 + 800 美元 = 1300 美元。投保的费用是总成本的 10%，即 1300 美元的 10%。因此，投保费用为 1300 美元的 10%，即 0.10 * 1300 美元 = 130 美元。要计算总支出，您将材料费、制作费和投保费用相加：500 美元 + 800 美元 + 130 美元 = 1430 美元。

答案：1430",1430.0,True,1.0,61,medium
"如果玛茜在同一家公司工作了 40 年，她能获得每年 50,000 美元的年度养老金。从 20 年后开始，她有权获得每年养老金价值的 5%。如果她在 30 年后辞职，那时她的年度退休金是多少？",25000,"玛茜在 40 年后将获得 50,000 美元的年度养老金，持续 20 年。从第 21 年开始，她每年获得 50,000 美元的 5% 折扣。这意味着从第 21 年到第 40 年，她每年获得的养老金将是 50,000 美元的 95%（100% - 5%）。

计算第 21 年至第 40 年获得的年度养老金总金额：
- 第 21 年至第 40 年获得的年度养老金 = 20 年获得的养老金 × 0.95
- 第 21 年至第 40 年获得的年度养老金 = 50,000 美元 × 0.95 × 20
- 第 21 年至第 40 年获得的年度养老金 = 50,000 美元 × 19 × 0.95
- 第 21 年至第 40 年获得的年度养老金 = 50,000 美元 × 9.85
- 第 21 年至第 40 年获得的年度养老金 = 492,500 美元

从第 40 年开始，玛茜将获得 50,000 美元的年度养老金：
- 第 40 年至第 40 年获得的年度养老金 = 50,000 美元

玛茜在 30 年后辞职的年度退休金总金额为：
- 年度退休金总金额 = 20 年获得的养老金 + 10 年获得的折扣养老金 + 10 年获得的普通养老金
- 年度退休金总金额 = 50,000 美元 × 20 + 492,500 美元 + 50,000 美元
- 年度退休金总金额 = 1,000,000 美元 + 492,500 美元 + 50,000 美元
- 年度退休金总金额 = 1,542,500 美元

答案：1542500",1542500.0,False,1.0,62,hard
亚琳娜订阅了流媒体服务，每年的费用是 140 美元。如果流媒体公司对她收取上半年费用的初始金额，然后对她下半年的费用少收 10%，请计算到年底她为流媒体服务支付的总金额。,1596,"流媒体公司的费用在上半年和下半年各为 70 美元（140 美元 ÷ 2 = 70 美元）。因此，亚琳娜在上半年支付了 70 美元，在下半年支付了 70 美元 × 0.9 = 63 美元。总费用为 70 美元 + 63 美元 = 133 美元。

答案：133",133.0,False,1.0,63,medium
索菲亚正在考虑自驾游，她想知道一罐汽油能行驶多长距离。自上次加油以来，她已经行驶了 100 英里，而且她需要加 4 加仑的汽油才能再次把油箱装满。根据她汽车使用手册的说明，她汽车的油箱能装 12 加仑汽油。一罐汽油能让索菲亚行驶多长距离？,300,"索菲亚已经行驶了 100 英里，她需要 4 加仑的汽油才能装满油箱。她汽车的油箱容量为 12 加仑。因此，一罐汽油能让她行驶的距离可以通过将总加仑数除以油箱容量来计算：12 加仑 ÷ 4 加仑/罐 = 3 罐。索菲亚的汽车每罐汽油可以行驶 3 次全行程，因此总距离为 3 罐 × 100 英里/罐 = 300 英里。

答案：300",300.0,True,1.0,64,easy
吉姆看了 2 个小时的电视，然后决定在床上看 1 小时的书。他每周这样做 3 次。他在 4 周内用了多少时间看电视和看书？,36,"吉姆每周看电视 2 小时，看书 1 小时，总共 3 小时。他每周这样做 3 次，因此每周总共花费的时间为 3 * 3 = 9 小时。在 4 周内，他花费了 9 * 4 = 36 小时看电视和看书。
答案：36",36.0,True,1.0,65,medium
有四间学校在争夺篮球锦标赛的桂冠。每间学校都派出一支女子篮球队和一支男子篮球队，而且每支球队有 5 名球员。每间学校还为自己的每支球队派出一位教练。这些学校一共派出了多少人？,48,"让我们一步一步地分解这个问题。

1. **每间学校派出的球员人数：**
   - 每间学校有 2 支球队。
   - 每支球队有 5 名球员。
   - 因此，每间学校派出的球员总数为 \(2 \times 5 = 10\) 名球员。

2. **每间学校派出的教练人数：**
   - 每间学校为每支球队派出一位教练。
   - 因此，每间学校派出的教练总数为 2 名教练。

3. **每间学校派出的总人数：**
   - 每间学校派出的总人数是球员和教练的总和：
   \[
   10 \text{ 名球员} + 2 \text{ 名教练} = 12 \text{ 人}
   \]

4. **所有学校派出的总人数：**
   - 有 4 间学校，每间学校派出的总人数为 12 人。
   - 因此，所有学校派出的总人数为：
   \[
   4 \times 12 = 48 \text{ 人}
   \]

答案：48",48.0,True,1.0,66,easy
一位寻宝人找到了一个埋藏的百宝箱。百宝箱里面装满了宝石，有 175 颗钻石，比钻石数量少 35 颗的红宝石，比红宝石数量多一倍的绿宝石。百宝箱里有多少颗宝石？,595,"让我们一步一步地分解这个问题：

1. **确定红宝石的数量：**
   - 问题指出，红宝石的数量比钻石数量少 35 颗。
   - 钻石的数量 = 175
   - 红宝石的数量 = 175 - 35 = 140

2. **确定绿宝石的数量：**
   - 问题指出，绿宝石的数量比红宝石数量多一倍。
   - 绿宝石的数量 = 2 × 红宝石的数量 = 2 × 140 = 280

3. **计算宝石的总数：**
   - 宝石总数 = 钻石数量 + 红宝石数量 + 绿宝石数量
   - 宝石总数 = 175 + 140 + 280 = 595

答案：595",595.0,True,1.0,67,hard
在韦茨博士的学校里，男生数量是女生数量的两倍。如果有 60 个女生，而且每 5 个学生有一位老师，则这间学校有多少位老师？,36,"首先，确定男生人数：男生数量是女生数量的两倍，因此有 2 * 60 = 120 名男生。

接下来，计算男生和女生总数：120 名男生 + 60 名女生 = 180 名学生。

然后，计算学生总数与老师数量的比率：每 5 个学生有一位老师。

最后，找出学生总数与该比率的乘积：180 名学生 * (1/5) 名老师/学生 = 36 名老师。

答案：36",36.0,True,1.0,68,medium
贝莉一开始领取一定数量的钱。然后她每周领取 5 美元，为期 8 周。8 周结束后，如果贝莉一共领取了 100 美元，她一开始领取的金额是多少？,60,"设贝莉一开始领取的金额为 x 美元。

贝莉每周领取 5 美元，为期 8 周，因此她总共领取了：
5 美元/周 * 8 周 = 40 美元

由于贝莉总共领取了 100 美元，我们可以建立如下方程：
x + 40 = 100

从两边减去 40：
x = 60

答案：60",60.0,True,1.0,69,medium
朱迪每天和周末教授 5 节舞蹈课，周六教授 8 节舞蹈课。如果每节课有 15 个学生，而她对每个学生收取 15.00 美元的学费，则她一周能赚多少钱？,7425,"首先，计算朱迪在周末教授的舞蹈课数量：5 节/天 * 2 天 = 10 节。
然后，计算她每周教授的舞蹈课总数：10 节 + 8 节 = 18 节。
接下来，计算她每周教授的总学生人数：18 节 * 15 学生/节 = 270 学生。
最后，计算她每周赚取的总收入：270 学生 * 15.00 美元/学生 = 4050 美元。
答案：4050",4050.0,False,1.0,70,medium
凯利安有两份做菜的食谱，第一份有 20 条说明，第二份说明的数量是第一份的两倍。为了烹制两道菜，凯利安必须读多少条说明？,60,"第一份食谱有 20 条说明。第二份食谱有 2 × 20 = 40 条说明。总共，凯利安需要阅读 20 + 40 = 60 条说明。

答案：60",60.0,True,1.0,71,easy
汤米正在通过卖布朗尼蛋糕（每块 3 美元）和芝士蛋糕（每块 4 美元）为自己的慈善组织筹款。如果汤米卖出了 43 块布朗尼蛋糕和 23 块芝士蛋糕，他筹到了多少钱？,221,"汤米卖出了 43 块布朗尼蛋糕，每块售价 3 美元，因此布朗尼蛋糕的收入为 43 * 3 = 129 美元。他卖出了 23 块芝士蛋糕，每块售价 4 美元，因此芝士蛋糕的收入为 23 * 4 = 92 美元。将这两笔金额相加，汤米总共筹到了 129 + 92 = 221 美元。

答案：221",221.0,True,1.0,72,easy
席拉买了 5 部手机，每部 150 美元。她采用了 3 个月分期付款，每期的利率为 2%。在这三个月，席拉每个月要支付多少钱？,255,"首先，计算手机的总成本：
5 部手机 × 150 美元/部 = 750 美元。

接下来，确定分期付款的总金额：
3 个月的总金额 = 750 美元。

现在，计算每个月的付款额：
每月付款额 = 总金额 / 3 = 750 美元 / 3 = 250 美元。

最后，考虑每月 2% 的利率：
每月付款额 = 250 美元 + (250 美元的 2%) = 250 美元 + 5 美元 = 255 美元。

答案：255",255.0,True,1.0,73,hard
亚提在农贸市场有一个花卉摊位。他卖三种花：万寿菊、矮牵牛花和秋海棠。他通常一盆万寿菊卖 2.74 美元，一盆矮牵牛花 1.87 美元，一盆秋海棠 2.12 美元。亚提今天没有零钱，所以他决定对所有价格进行四舍五入处理。如果亚提卖出 12 盆万寿菊、9 盆矮牵牛花和 17 盆秋海棠，他会赚多少钱？,88,"首先，计算每种花的总收入：

- **万寿菊**：12 盆 × 2.74 美元/盆 = 32.88 美元
- **矮牵牛花**：9 盆 × 1.87 美元/盆 = 16.83 美元
- **秋海棠**：17 盆 × 2.12 美元/盆 = 35.04 美元

接下来，将所有金额相加，得到总收入：
32.88 美元 + 16.83 美元 + 35.04 美元 = 84.75 美元

答案：84.75",84.75,False,1.0,74,medium
卢克正在沙滩上建沙堡。他最后注意到，沙堡每一层的面积都是下一层面积的一半。如果他建了一座 4 层沙堡，其中顶层的面积为 16，则一层的平均面积是多少？,60,"设顶层面积为 \( S_1 = 16 \)。每一层面积都是下一层的半数，因此：
- 第二层面积：\( S_2 = \frac{1}{2} \times S_1 = \frac{1}{2} \times 16 = 8 \)
- 第三层面积：\( S_3 = \frac{1}{2} \times S_2 = \frac{1}{2} \times 8 = 4 \)
- 第四层面积：\( S_4 = \frac{1}{2} \times S_3 = \frac{1}{2} \times 4 = 2 \)

总面积为：
\[
S_{\text{total}} = S_1 + S_2 + S_3 + S_4 = 16 + 8 + 4 + 2 = 30
\]

一层的平均面积为：
\[
\text{平均面积} = \frac{S_{\text{total}}}{4} = \frac{30}{4} = 7.5
\]

答案：7.5",7.5,False,1.0,75,medium
塞西莉亚刚买了一只小狗。按照兽医的医嘱，在前 180 天，她必须每天喂小狗 1 杯狗粮。然后在小狗剩下的生命中，她必须每天喂小狗 2 杯狗粮。如果 1 袋狗粮有 110 杯狗粮，则塞西莉亚会在第一年用掉多少袋狗粮？,5,"**推理步骤：**

1. **计算前 180 天用狗粮的总杯数：**
   - 每天喂 1 杯狗粮，持续 180 天。
   - 总杯数 = 180 天 × 1 杯/天 = **180 杯**。

2. **计算剩余生命用狗粮的总杯数：**
   - 假设小狗的平均寿命为 10 年（常见假设）。
   - 剩余时间 = 10 年 × 365 天/年 = 3650 天。
   - 每天喂 2 杯狗粮，持续 3650 天。
   - 总杯数 = 3650 天 × 2 杯/天 = **7300 杯**。

3. **计算总用狗粮的杯数：**
   - 总杯数 = 前 180 天杯数 + 剩余生命杯数
   - 总杯数 = 180 杯 + 7300 杯 = **7480 杯**。

4. **计算所需袋数：**
   - 1 袋狗粮 = 110 杯狗粮。
   - 所需袋数 = 7480 杯 ÷ 110 杯/袋 ≈ **68.18 袋**。
   - 由于不能购买部分袋子，向上取整为 **69 袋**。

**答案：** 69",69.0,False,1.0,76,easy
假设雷蒙德的洗衣量是莎拉的一半，而莎拉的洗衣量是大卫的 4 倍，如果莎拉的洗衣量为 400 磅，则请计算雷蒙德和大卫的洗衣量差数。,100,"首先，确定莎拉的洗衣量是多少：
莎拉的洗衣量 = 400 磅

接下来，计算雷蒙德的洗衣量：
雷蒙德的洗衣量 = 莎拉的洗衣量的一半
雷蒙德的洗衣量 = 400 / 2
雷蒙德的洗衣量 = 200 磅

现在，确定大卫的洗衣量：
大卫的洗衣量 = 莎拉的洗衣量 / 4
大卫的洗衣量 = 400 / 4
大卫的洗衣量 = 100 磅

最后，计算雷蒙德和大卫的洗衣量差数：
洗衣量差数 = 雷蒙德的洗衣量 - 大卫的洗衣量
洗衣量差数 = 200 - 100
洗衣量差数 = 100 磅

答案：100",100.0,True,1.0,77,hard
文森特可以花 2.50 美元买一束 3 支装的鲜花或花 1 美元买一束 2 支装的鲜花。如果他以更好的价格购买 18 支花，他能省多少钱？,6,"要确定文森特购买 18 支花时能节省多少钱，我们需要比较两种购买选项的总成本。

**选项 1：** 3 支花束，每束 2.50 美元。
- 3 束花成本：\( 3 \times 2.50 = 7.50 \) 美元。

**选项 2：** 2 支花束，每束 1 美元。
- 2 束花成本：\( 2 \times 1 = 2 \) 美元。

**比较成本：**
- 选项 1：7.50 美元
- 选项 2：2 美元

**节省金额：**
- 节省 = 选项 1 的成本 - 选项 2 的成本
- 节省 = 7.50 美元 - 2 美元 = 5.50 美元

答案：5.50",5.5,False,1.0,78,medium
约翰收养了一条狗。他把狗带去美容，美容价格是 100 美元。因为他是新顾客，所以宠物美容师给他打了七折。这次美容花了多少钱？,70,"美容师为新顾客提供了七折优惠，这意味着约翰支付了原价的 70%。因此，美容费用为 100 美元的 70%，即 70 美元。

答案：70",70.0,True,1.0,79,easy
两个女孩各得到 24 升水的 1/6。然后一位男孩得到了 6 升水。还剩下多少升水？,10,"两个女孩各得到 24 升水的 1/6：
24 ÷ 6 = 4 升（每位女孩得到的）
两个女孩总共得到的：4 + 4 = 8 升

男孩得到 6 升水：
8 - 6 = 2 升

答案：2",2.0,False,1.0,80,easy
查理有 10 张贴纸。他从商场的商店买了 21 张贴纸，并在生日上收到了 23 张贴纸。然后查理把其中 9 张贴纸给了他妹妹，并用 28 张贴纸装饰贺卡。查理还剩下多少张贴纸？,17,"查理最初有 10 张贴纸。他买了 21 张贴纸，所以他现在有 10 + 21 = 31 张贴纸。他收到了 23 张贴纸，所以他现在有 31 + 23 = 54 张贴纸。然后，他给了妹妹 9 张贴纸，所以他剩下 54 - 9 = 45 张贴纸。最后，他用 28 张贴纸装饰了贺卡，所以他剩下 45 - 28 = 17 张贴纸。

答案：17",17.0,True,1.0,81,hard
格蕾丝的体重为 125 磅。亚历克斯的体重比格蕾丝体重的四倍少 2 磅。他们的总体重是多少磅？,623,"格蕾丝的体重是 125 磅。亚历克斯的体重是格蕾丝体重的四分之三减 2，即 (4/3) * 125 - 2 = 166.67 - 2 = 164.67 磅。格蕾丝和亚历克斯的总体重是 125 + 164.67 = 289.67 磅。
答案：289.67",289.67,False,1.0,82,easy
丹种下了 3 个玫瑰丛。每个玫瑰丛有 25 棵玫瑰。每棵玫瑰有 8 根刺。一共有多少根刺？,600,"首先，确定玫瑰丛的总数：3 个玫瑰丛 * 3 = 9 棵玫瑰。然后，计算玫瑰的总数：9 棵玫瑰 * 25 棵玫瑰/玫瑰丛 = 225 棵玫瑰。最后，计算刺的总数：225 棵玫瑰 * 8 根刺/玫瑰 = 1800 根刺。
答案：1800",1800.0,False,1.0,83,easy
一支足球队参加了 22 场比赛。他们获胜的比赛比输掉的比赛多 8 场。他们赢了多少场比赛？,15,"设球队输掉的比赛场数为 x。则他们获胜的比赛场数为 x + 8。由于他们参加了 22 场比赛，因此方程为：x + (x + 8) = 22。简化后，我们得到 2x + 8 = 22。解得 x，我们发现 x = 7。球队输掉了 7 场比赛，因此他们赢得的比赛场数为 7 + 8 = 15。

答案：15",15.0,True,1.0,84,easy
吉恩正在用旧的纪念 T 恤缝制一条被子。他每次度假都有一件 T 恤。每件 T 恤都是被子的一片拼布。每行都由每年不同假期的拼布缝成。他每年度假 4 次，并且从 23 岁起就一直这样做。他现在 34 岁。他一共有多少片被子拼布？,44,"吉恩从 23 岁到 34 岁度假，共度假 34 - 23 = 11 年。由于他每年假 4 次，他一共度假了 11 * 4 = 44 次。由于他每件 T 恤都是被子的一片拼布，因此他缝制了 44 片被子拼布。
答案：44",44.0,True,1.0,85,easy
格雷格将闹钟设为每天响三次作为提醒。当闹钟响铃时，它会一直响铃到格雷格关闭闹钟。今天它第一次响铃时响了四次。它第二次响铃的次数是第一次响铃的三倍。它第三次响铃的次数是第二次响铃的一半。闹钟一共响铃多少次？,22,"格雷格第一次响铃时，闹钟响了4次。这意味着它第二次响了 4 × 3 = 12 次。第三次响铃的次数是第二次响铃的一半，即 12 ÷ 2 = 6 次。将这些次数相加：4 + 12 + 6 = 22。

答案：22",22.0,True,1.0,86,hard
有家公司每个月为每位员工支付 600 美元。这家公司有一项政策，即对于在公司工作满 5 年的员工，每年每位此类员工的工资可提高初始工资的 10%。如果西尔维于去年 12 月在这家公司工作刚好满 5 年，她再工作三年后，她的年薪是多少？,9360,"西尔维在公司工作了 5 年，因此她有资格获得每年 10% 的加薪。她最初的月薪是 600 美元，因此她的月薪在第一年增加 10%，达到 660 美元。 next 年的薪资为 660 美元 * 12 = 7,920 美元。 next 年的薪资为 7,920 美元 * 12 = 95,040 美元。 next 年的薪资为 95,040 美元 * 12 = 1,140,480 美元。 next 年的薪资为 1,140,480 美元 * 12 = 13,586,160 美元。
答案：13586160",13586160.0,False,1.0,87,hard
"玛丽莲的第一张唱片的销量是哈罗德的 10 倍。如果他们一共卖出 88,000 张唱片，哈罗德卖出了多少张唱片？",8000,"设 \( H \) 为哈罗德卖出的唱片数量，\( M \) 为玛丽莲卖出的唱片数量。根据题目，\( M = 10H \)。两人的总销量为 \( H + M = 88,000 \)。将 \( M \) 代入总销量方程：
\[
H + 10H = 88,000
\]
\[
11H = 88,000
\]
\[
H = \frac{88,000}{11} = 8,000
\]
因此，哈罗德卖出了 **8,000** 张唱片。

答案：8000",8000.0,True,1.0,88,medium
克里斯蒂娜正在策划一场生日派对，需要的礼品袋数量是每位受邀宾客 0.75 个，因为 1/4 的宾客未出席。她邀请了 16 位朋友。礼品袋每个 2 美元。她要花多少钱？,24,"首先，确定克里斯蒂娜需要多少礼品袋。由于 1/4 的宾客未出席，她需要 0.75 倍的总人数：
\[
0.75 \times 16 = 12 \text{ 个礼品袋}
\]
然后，计算礼品袋的总成本：
\[
12 \times 2 = 24 \text{ 美元}
\]
答案：24",24.0,True,1.0,89,medium
